,S,gameID,Q,time,awayTeam,awayScore,homeScore,homeTeam,teamPoss,recTeam,down,distance,side,dist2goal,puntDist,puntEndLoc,surrenderIndex,surrenderRank,percentiles,DDSPF16percentiles,NFLpercentiles,play,result
20693,10,24,2,14:14,OCO,7,7,YKW,OCO,YKW,4,4,OCO,70,54,16,1.2,4909.0,58.14740862922129,56.580756775939314,49.40954957589938,"Punt by Dasistwirklichseinnachname, A. of 54 yards.  No return. First Down!",No return
19956,10,36,4,4:19,OCO,27,27,ARI,ARI,OCO,4,3,OCO,36,33,3,248.26341722555324,32.0,99.73087941661602,99.72497005722397,99.97806376133373,"Punt by Jay-Jaymison, J. of 33 yards.  No return. First Down!",No return
19960,10,36,4,2:53,OCO,27,27,ARI,OCO,ARI,4,11,OCO,98,42,56,2.1227515532,3399.0,70.50091153745984,68.37155658075677,66.0500146241591,"Punt by Dasistwirklichseinnachname, A. of 42 yards. Returned by Scarlett, D. for 0 yards. First Down!",Returned
19964,10,36,4,1:51,OCO,27,27,ARI,ARI,OCO,4,10,OCO,44,24,20,18.02463095649561,546.0,95.26868651792691,92.65403894778866,96.61450716583796,"Punt by Jay-Jaymison, J. of 44 yards.  Touchback.",Touchback
19969,10,36,4,0:51,OCO,27,27,ARI,OCO,ARI,4,10,OCO,66,45,21,2.540077099600001,2869.0,75.10200538241166,72.84301113427672,71.81558935361217,"Punt by Dasistwirklichseinnachname, A. of 45 yards. Returned by Scarlett, D. for -3 yards. First Down!",Returned
19973,10,36,4,0:05,OCO,27,27,ARI,ARI,OCO,4,3,ARI,77,35,42,10.853655799999999,857.0,92.56879937494574,89.25608836445903,93.71526762211172,"Punt by Jay-Jaymison, J. of 35 yards. Returned by Beerus, L. for 19 yards. First Down!",Returned
19978,10,36,5,8:56,OCO,27,27,ARI,ARI,OCO,4,10,ARI,65,31,34,4.4535147776000015,1761.0,84.72523656567411,80.83218737523843,83.96460953495173,"Punt by Jay-Jaymison, J. of 31 yards. Returned by Beerus, L. for 10 yards. First Down!",Returned
19982,10,36,5,7:10,OCO,27,27,ARI,OCO,ARI,4,10,OCO,57,29,28,1.004820072853013,5063.0,56.05521312613942,54.398261101006966,45.9673881251828,"Punt by Dasistwirklichseinnachname, A. of 29 yards. Returned by Scarlett, D. for 13 yards. First Down!",Returned
19923,10,36,3,3:15,OCO,20,17,ARI,ARI,OCO,4,3,ARI,55,29,26,1.0344820859911932,5029.0,56.35037763694765,54.57569977376569,46.06975723895876,"Punt by Jay-Jaymison, J. of 29 yards. Returned by Beerus, L. for 9 yards. First Down!",Returned
19947,10,36,4,7:38,OCO,27,27,ARI,OCO,ARI,4,8,ARI,43,23,20,25.404872955456995,413.0,96.42330063373556,94.47278534356563,97.9416496051477,"Punt by Dasistwirklichseinnachname, A. of 43 yards.  Touchback.",Touchback
20028,10,69,2,13:55,NOLA,3,7,AUS,AUS,NOLA,4,9,AUS,85,36,49,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by QB (R), P. of 36 yards.  No return. First Down!",No return
20021,10,69,1,2:01,NOLA,3,7,AUS,NOLA,AUS,4,1,NOLA,56,51,5,0.870516543160594,5482.0,52.4351072141679,51.51044670185867,41.82143901725651,"Punt by Louis, L. of 51 yards.  No return. First Down!",No return
20012,10,69,1,5:05,NOLA,3,7,AUS,NOLA,AUS,4,16,NOLA,99,50,49,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by Louis, L. of 50 yards.  No return. First Down!",No return
19823,10,36,1,12:46,OCO,0,0,ARI,OCO,ARI,4,8,ARI,46,45,1,4.3027074922106925,1806.0,84.42573140029516,80.52610566472963,83.57524129862533,"Punt by Dasistwirklichseinnachname, A. of 45 yards.  No return. First Down!",No return
19827,10,36,1,11:17,OCO,0,0,ARI,ARI,OCO,4,4,ARI,93,38,55,1.2,4909.0,58.14740862922129,56.580756775939314,49.40954957589938,"Punt by Jay-Jaymison, J. of 38 yards.  No return. First Down!",No return
19840,10,36,1,6:01,OCO,3,0,ARI,ARI,OCO,4,20,ARI,74,29,45,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by Jay-Jaymison, J. of 29 yards. Returned by Beerus, L. for 21 yards. First Down!",Returned
19891,10,36,2,1:30,OCO,20,14,ARI,OCO,ARI,4,31,OCO,72,47,25,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by Dasistwirklichseinnachname, A. of 47 yards. Returned by Scarlett, D. for 20 yards. First Down!",Returned
19895,10,36,2,0:40,OCO,20,14,ARI,ARI,OCO,4,2,OCO,47,43,4,14.342358307368972,672.0,94.1835228752496,91.28110721731801,95.47565077508044,"Punt by Jay-Jaymison, J. of 43 yards.  No return. First Down!",No return
19872,10,36,2,9:28,OCO,20,7,ARI,ARI,OCO,4,9,ARI,60,41,19,1.2000000000000002,4734.0,59.42790172758052,57.902674887991836,50.996270839426735,"Punt by Jay-Jaymison, J. of 41 yards. Returned by Beerus, L. for 12 yards. First Down!",Returned
20232,10,86,2,1:13,NYS,7,7,HON,NYS,HON,4,37,NYS,60,46,14,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Z, D. of 46 yards.  No return. First Down!",No return
20236,10,86,2,0:41,NYS,7,7,HON,HON,NYS,4,5,HON,82,45,37,1.2,4909.0,58.14740862922129,56.580756775939314,49.40954957589938,"Punt by Powers, V. of 45 yards.  No return. First Down!",No return
20249,10,86,3,10:59,NYS,7,7,HON,HON,NYS,4,20,NYS,41,21,20,5.428188874534981,1501.0,86.97803628787221,83.03686288426563,86.83825680023399,"Punt by Powers, V. of 41 yards.  Touchback.",Touchback
20255,10,86,3,8:16,NYS,7,7,HON,NYS,HON,4,13,NYS,64,30,34,0.42637570560000004,8017.0,30.410625922389098,29.44594774431087,18.762796139221994,"Punt by Z, D. of 30 yards.  No return. First Down!",No return
20212,10,86,2,7:49,NYS,7,7,HON,NYS,HON,4,7,NYS,64,44,20,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by Z, D. of 44 yards.  No return. First Down!",No return
20217,10,86,2,6:11,NYS,7,7,HON,HON,NYS,4,16,HON,87,45,42,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Powers, V. of 45 yards. Returned by Fank (R), H. for 5 yards. First Down!",Returned
20221,10,86,2,4:14,NYS,7,7,HON,NYS,HON,4,4,HON,47,27,20,5.378384365263364,1523.0,86.80441010504384,82.89491194605864,86.67739105001462,"Punt by Z, D. of 47 yards.  Touchback.",Touchback
20225,10,86,2,3:01,NYS,7,7,HON,HON,NYS,4,10,HON,76,29,47,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Powers, V. of 29 yards.  No return. First Down!",No return
20321,10,86,5,6:57,NYS,13,13,HON,NYS,HON,4,7,NYS,54,30,24,2.717409841165339,2747.0,76.16112509766472,73.8499756021825,73.49005557180462,"Punt by Z, D. of 30 yards. Returned by Waters, J. for 15 yards. First Down!",Returned
20325,10,86,5,5:16,NYS,13,13,HON,HON,NYS,4,6,HON,58,49,9,3.140196146880048,2519.0,78.14046358190815,75.6066184624939,76.18090084820123,"Punt by Powers, V. of 49 yards.  No return. First Down!",No return
20276,10,86,4,14:23,NYS,7,10,HON,HON,NYS,4,6,NYS,42,22,20,6.691570691886065,1268.0,89.06589113638337,85.09515148826686,89.22199473530272,"Punt by Powers, V. of 42 yards.  Touchback.",Touchback
20095,10,69,3,2:57,NOLA,14,14,AUS,AUS,NOLA,4,4,AUS,70,51,19,1.6535196803999999,3901.0,66.14289434846775,64.29933904094398,60.3539046504826,"Punt by QB (R), P. of 51 yards.  No return. First Down!",No return
20112,10,69,4,11:58,NOLA,14,21,AUS,NOLA,AUS,4,4,AUS,43,23,20,50.55979885307357,206.0,98.2203316260092,97.26744443951559,99.41868967534367,"Punt by Louis, L. of 43 yards.  Touchback.",Touchback
20116,10,69,4,10:35,NOLA,14,21,AUS,AUS,NOLA,4,3,AUS,68,28,40,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by QB (R), P. of 28 yards. Returned by Rector, D. for 3 yards. First Down!",Returned
20091,10,69,3,5:00,NOLA,14,14,AUS,NOLA,AUS,4,7,AUS,45,25,20,6.27851077263384,1342.0,88.35836444135775,84.36765292995608,88.44325826264989,"Punt by Louis, L. of 45 yards.  Touchback.",Touchback
20060,10,69,2,2:30,NOLA,6,14,AUS,NOLA,AUS,4,16,NOLA,70,60,10,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by Louis, L. of 60 yards. Returned by Jeeta, E. for 7 yards. First Down!",Returned
20064,10,69,2,1:20,NOLA,6,14,AUS,AUS,NOLA,4,5,AUS,78,39,39,0.6,7755.0,34.80336834794687,33.39395821319256,23.11531149458906,"Punt by QB (R), P. of 39 yards. Returned by Rector, D. for -4 yards. First Down!",Returned
20068,10,69,2,0:30,NOLA,6,14,AUS,NOLA,AUS,4,5,NOLA,61,57,4,2.4,3248.0,72.60612900425384,70.38104954974936,69.13022813688212,"Punt by Louis, L. of 57 yards.  No return. First Down!",No return
20085,10,69,3,7:59,NOLA,14,14,AUS,AUS,NOLA,4,4,AUS,61,51,10,1.2895421532,4467.0,61.229273374424864,59.450827307811736,52.869991225504535,"Punt by QB (R), P. of 51 yards.  No return. First Down!",No return
20123,10,69,4,8:10,NOLA,14,21,AUS,AUS,NOLA,4,7,NOLA,41,21,20,5.353256553508853,1543.0,86.6915530862054,82.75296100785167,86.52200935946183,"Punt by QB (R), P. of 41 yards.  Touchback.",Touchback
20163,10,86,1,11:15,NYS,0,0,HON,NYS,HON,4,12,NYS,73,46,27,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Z, D. of 46 yards.  No return. First Down!",No return
20171,10,86,1,7:58,NYS,0,0,HON,HON,NYS,4,2,HON,51,31,20,0.5607902391702275,7838.0,32.016668113551525,30.823315441600496,20.31661304474993,"Punt by Powers, V. of 50 yards.  Touchback.",Touchback
20175,10,86,1,6:58,NYS,0,0,HON,NYS,HON,4,8,NYS,73,52,21,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by Z, D. of 52 yards. Returned by Waters, J. for 21 yards. First Down!",Returned
20179,10,86,1,5:11,NYS,0,0,HON,HON,NYS,4,12,HON,61,30,31,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Powers, V. of 30 yards. Returned by Fank (R), H. for 14 yards. First Down!",Returned
20127,10,69,4,6:38,NOLA,14,21,AUS,NOLA,AUS,4,7,NOLA,73,57,16,6.0092428928000015,1384.0,87.99374945741818,83.96397994942998,87.88388417665985,"Punt by Louis, L. of 57 yards. Returned by Jeeta, E. for 20 yards. First Down!",Returned
20132,10,69,4,5:03,NOLA,14,21,AUS,AUS,NOLA,4,4,NOLA,46,40,6,3.2270306191580187,2315.0,80.00260439274243,77.10819323071463,78.24107926294238,"Punt by QB (R), P. of 40 yards.  No return. First Down!",No return
20881,10,63,3,12:33,NOLA,13,13,CHI,NOLA,CHI,4,7,NOLA,51,31,20,0.28128580113156365,9300.0,19.272506293949128,18.759703677416493,9.31924539338988,"Punt by Louis, L. of 51 yards.  Touchback.",Touchback
21633,10,117,1,12:25,BER,0,0,OCO,OCO,BER,4,8,OCO,71,46,25,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by Dasistwirklichseinnachname, A. of 46 yards.  No return. First Down!",No return
21675,10,117,2,9:11,BER,14,6,OCO,OCO,BER,4,6,OCO,72,45,27,2.4,3248.0,72.60612900425384,70.38104954974936,69.13022813688212,"Punt by Dasistwirklichseinnachname, A. of 45 yards. Returned by Quinn, A. for 5 yards. First Down!",Returned
21682,10,117,2,6:01,BER,14,6,OCO,BER,OCO,4,3,OCO,41,28,13,10.706513107017706,885.0,92.37781057383454,88.99436632213991,93.51235741444867,"Punt by Hunt, K. of 28 yards.  No return. First Down!",No return
21696,10,117,2,0:22,BER,21,13,OCO,OCO,BER,4,5,OCO,67,40,27,2.4,3248.0,72.60612900425384,70.38104954974936,69.13022813688212,"Punt by Dasistwirklichseinnachname, A. of 40 yards. Returned by Quinn, A. for 13 yards. First Down!",Returned
21639,10,117,1,10:01,BER,0,0,OCO,BER,OCO,4,9,BER,61,48,13,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by Hunt, K. of 48 yards.  No return. First Down!",No return
21653,10,117,1,3:31,BER,0,6,OCO,OCO,BER,4,7,BER,45,33,12,2.5816244953264147,2849.0,75.37980727493706,73.05815552499668,72.3000146241591,"Punt by Dasistwirklichseinnachname, A. of 33 yards.  No return. First Down!",No return
21666,10,117,2,13:07,BER,7,6,OCO,OCO,BER,4,3,OCO,65,51,14,3.2,2501.0,78.92178140463582,76.20325599964512,77.13147119040656,"Punt by Dasistwirklichseinnachname, A. of 51 yards. Returned by Quinn, A. for 15 yards. First Down!",Returned
21467,10,118,4,0:51,NYS,27,23,SJS,NYS,SJS,4,2,NYS,62,51,11,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by Z, D. of 51 yards.  No return. First Down!",No return
21482,10,54,1,10:58,ARI,0,0,PHI,ARI,PHI,4,23,ARI,88,52,36,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Jay-Jaymison, J. of 52 yards. Returned by Torenson, S. for -3 yards. First Down!",Returned
21440,10,118,4,8:26,NYS,24,23,SJS,NYS,SJS,4,1,NYS,80,45,35,1.0,5334.0,54.857192464623665,53.511067737213324,44.95466510675636,"Punt by Z, D. of 45 yards.  No return. First Down!",No return
21459,10,118,4,2:27,NYS,27,23,SJS,NYS,SJS,4,8,NYS,93,33,60,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Z, D. of 33 yards. Returned by Lackson, J. for 21 yards. First Down!",Returned
21455,10,118,4,3:30,NYS,27,23,SJS,SJS,NYS,4,9,SJS,74,68,6,8.031486400000002,1077.0,90.65891136383367,86.94938561859557,91.12679145949107,"Punt by McDairmid (C), M. of 68 yards.  No return. First Down!",No return
21536,10,54,2,5:28,ARI,21,14,PHI,PHI,ARI,4,9,PHI,72,35,37,1.6,4252.0,64.41965448389617,62.533824246994634,58.04877157063469,"Punt by PuntBot, Z. of 35 yards.  No return. First Down!",No return
21546,10,54,2,1:38,ARI,24,14,PHI,PHI,ARI,4,2,PHI,53,28,25,0.6951945113680507,6825.0,40.784790346384234,39.815020183649025,29.749195671248902,"Punt by PuntBot, Z. of 28 yards.  No return. First Down!",No return
21563,10,54,3,10:06,ARI,31,14,PHI,PHI,ARI,4,17,PHI,83,29,54,0.6152473104,6993.0,39.30028648320167,38.424344585902496,28.370868675051184,"Punt by PuntBot, Z. of 29 yards. Returned by Scarlett, D. for 15 yards. First Down!",Returned
21704,10,117,3,12:41,BER,21,13,OCO,BER,OCO,4,17,BER,70,56,14,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by Hunt, K. of 56 yards. Returned by Beerus, L. for 6 yards. First Down!",Returned
21899,10,126,4,6:04,BAL,28,31,NYS,NYS,BAL,4,8,NYS,62,44,18,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Z, D. of 44 yards.  No return. First Down!",No return
21876,10,126,3,1:59,BAL,21,24,NYS,BAL,NYS,4,1,BAL,64,61,3,5.905518164,1399.0,87.8635298202969,83.79541321030919,87.69011406844106,"Punt by Small, J. of 61 yards.  No return. First Down!",No return
21953,10,34,1,0:46,YKW,0,21,ARI,YKW,ARI,4,10,ARI,46,26,20,3.227030619158019,2293.0,80.15018664814654,77.18138668322761,78.35441649605147,"Punt by Kokot (R), B. of 46 yards.  Touchback.",Touchback
21957,10,34,2,14:28,YKW,0,21,ARI,ARI,YKW,4,2,ARI,67,0,67,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by Jay-Jaymison, J. is BLOCKED BY Alexander (C), N..  No return. First Down!",No return
21946,10,34,1,3:18,YKW,0,21,ARI,ARI,YKW,4,3,YKW,46,26,20,4.3027074922106925,1806.0,84.42573140029516,80.52610566472963,83.57524129862533,"Punt by Jay-Jaymison, J. of 46 yards.  Touchback.",Touchback
21941,10,34,1,5:33,YKW,0,21,ARI,YKW,ARI,4,2,ARI,49,29,20,7.469978285088007,1168.0,89.88627485024742,86.01339661979328,90.23471775372916,"Punt by Kokot (R), B. of 49 yards.  Touchback.",Touchback
21841,10,126,2,1:34,BAL,21,17,NYS,NYS,BAL,4,1,NYS,66,44,22,4.0,1992.0,83.21468877506727,79.5967706161558,82.1804621234279,"Punt by Z, D. of 44 yards. Returned by Fukushu, M. for 4 yards. First Down!",Returned
21746,10,117,4,9:52,BER,24,35,OCO,BER,OCO,4,9,BER,62,40,22,3.3153490944,2254.0,80.44101050438407,77.3632613228053,78.71088037437848,"Punt by Hunt, K. of 40 yards. Returned by Beerus, L. for 17 yards. First Down!",Returned
21757,10,117,4,4:57,BER,24,35,OCO,BER,OCO,4,4,BER,64,30,34,7.9115229486,1111.0,90.36374685302543,86.60781617353503,90.85624451594033,"Punt by Hunt, K. of 30 yards. Returned by Beerus, L. for 1 yards. First Down!",Returned
21738,10,117,4,13:47,BER,24,28,OCO,BER,OCO,4,28,BER,57,52,5,0.3040741693869005,9233.0,19.854154006424167,19.123452956571885,9.564200058496636,"Punt by Hunt, K. of 52 yards.  No return. First Down!",No return
21708,10,117,3,10:54,BER,21,13,OCO,OCO,BER,4,1,OCO,71,62,9,4.059547744,1845.0,83.99600659779495,80.055893181919,82.76542848786195,"Punt by Dasistwirklichseinnachname, A. of 62 yards.  No return. First Down!",No return
21712,10,117,3,9:34,BER,21,13,OCO,BER,OCO,4,16,BER,98,40,58,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by Hunt, K. of 40 yards. Returned by Beerus, L. for 22 yards. First Down!",Returned
21834,10,126,2,4:52,BAL,21,17,NYS,BAL,NYS,4,4,NYS,38,28,10,13.875640986694943,702.0,93.98819341956766,91.0615268597791,95.28919274641709,"Punt by Small, J. of 28 yards.  No return. First Down!",No return
21783,10,126,1,12:06,BAL,0,3,NYS,BAL,NYS,4,11,BAL,65,52,13,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by Small, J. of 52 yards.  No return. First Down!",No return
21805,10,126,1,1:46,BAL,14,10,NYS,NYS,BAL,4,6,NYS,80,42,38,2.4,3248.0,72.60612900425384,70.38104954974936,69.13022813688212,"Punt by Z, D. of 42 yards. Returned by Fukushu, M. for 20 yards. First Down!",Returned
21061,10,84,2,2:51,SAR,10,10,HON,HON,SAR,4,4,HON,55,45,10,0.28727045924299605,9296.0,19.346297421651187,18.812935279244112,9.31924539338988,"Punt by Powers, V. of 45 yards. Returned by Chan, R. for 14 yards. First Down!",Returned
21065,10,84,2,1:49,SAR,10,10,HON,SAR,HON,4,3,SAR,69,28,41,1.6,4252.0,64.41965448389617,62.533824246994634,58.04877157063469,"Punt by PhastBawls, D. of 28 yards.  No return. First Down!",No return
21081,10,84,3,11:21,SAR,10,17,HON,HON,SAR,4,16,SAR,48,32,16,0.7469978285088007,6750.0,41.53138293254623,40.37395200283902,30.643097396899677,"Punt by Powers, V. of 32 yards.  No return. First Down!",No return
21051,10,84,2,6:47,SAR,10,10,HON,HON,SAR,4,1,HON,67,31,36,2.0,3565.0,69.55898949561593,67.64849398926496,64.7886809008482,"Punt by Powers, V. of 31 yards. Returned by Chan, R. for 10 yards. First Down!",Returned
21036,10,84,2,12:24,SAR,7,10,HON,SAR,HON,4,7,SAR,73,54,19,1.6,4252.0,64.41965448389617,62.533824246994634,58.04877157063469,"Punt by PhastBawls, D. of 54 yards.  No return. First Down!",No return
21040,10,84,2,10:50,SAR,7,10,HON,HON,SAR,4,1,HON,73,31,42,1.0,5334.0,54.857192464623665,53.511067737213324,44.95466510675636,"Punt by Powers, V. of 31 yards. Returned by Chan, R. for 16 yards. First Down!",Returned
21122,10,84,4,10:40,SAR,17,31,HON,HON,SAR,4,9,HON,79,28,51,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Powers, V. of 28 yards. Returned by Chan, R. for 8 yards. First Down!",Returned
21118,10,84,4,11:52,SAR,17,31,HON,SAR,HON,4,16,SAR,62,37,25,1.3727480832000005,4402.0,61.797899123187776,60.076298629286256,53.69260017548991,"Punt by PhastBawls, D. of 37 yards. Returned by Waters, J. for -4 yards. First Down!",Returned
20919,10,63,4,13:17,NOLA,20,23,CHI,NOLA,CHI,4,15,NOLA,81,54,27,1.6072216216000001,3923.0,65.95190554735655,64.05092489908175,59.98830067271132,"Punt by Louis, L. of 54 yards.  No return. First Down!",No return
20923,10,63,4,11:22,NOLA,20,23,CHI,CHI,NOLA,4,5,CHI,69,50,19,0.6,7755.0,34.80336834794687,33.39395821319256,23.11531149458906,"Punt by Sidekick, S. of 50 yards.  No return. First Down!",No return
20929,10,63,4,8:57,NOLA,20,23,CHI,NOLA,CHI,4,19,NOLA,80,40,40,2.411758757600001,2965.0,74.2685997048355,72.05340904050038,70.9966364434045,"Punt by Louis, L. of 40 yards.  No return. First Down!",No return
20885,10,63,3,11:07,NOLA,13,13,CHI,CHI,NOLA,4,4,CHI,70,36,34,1.2151792044,4569.0,60.343779842000174,58.63017344630262,51.754899093302136,"Punt by Sidekick, S. of 36 yards. Returned by Rector, D. for 21 yards. First Down!",Returned
20904,10,63,3,2:48,NOLA,20,20,CHI,NOLA,CHI,4,5,NOLA,67,31,36,1.6706678015999998,3892.0,66.22102613074051,64.38805837732333,60.419713366481425,"Punt by Louis, L. of 31 yards.  No return. First Down!",No return
20950,10,63,4,1:21,NOLA,23,23,CHI,CHI,NOLA,4,6,NOLA,45,25,20,47.08556214060291,227.0,98.03802413403942,97.07669786629997,99.33825680023399,"Punt by Sidekick, S. of 45 yards.  Touchback.",Touchback
20992,10,84,1,12:37,SAR,0,0,HON,SAR,HON,4,10,SAR,64,56,8,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by PhastBawls, D. of 56 yards.  No return. First Down!",No return
21007,10,84,1,6:45,SAR,0,7,HON,SAR,HON,4,17,SAR,69,60,9,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by PhastBawls, D. of 60 yards.  No return. First Down!",No return
20964,10,63,5,7:23,NOLA,23,23,CHI,CHI,NOLA,4,9,NOLA,37,17,20,277.45217969722603,21.0,99.82637381717163,99.8048174599654,99.97806376133373,"Punt by Sidekick, S. of 37 yards.  Touchback.",Touchback
20978,10,63,5,1:41,NOLA,23,23,CHI,CHI,NOLA,4,1,CHI,64,47,17,37.111455598000006,283.0,97.55187082211998,96.17176063523044,98.95802866335185,"Punt by Sidekick, S. of 47 yards. Returned by Rector, D. for 4 yards. First Down!",Returned
21329,10,118,1,3:34,NYS,7,3,SJS,SJS,NYS,4,10,SJS,61,33,28,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by McDairmid (C), M. of 33 yards. Returned by Fank (R), H. for 9 yards. First Down!",Returned
21337,10,118,1,1:24,NYS,7,10,SJS,NYS,SJS,4,20,NYS,86,50,36,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by Z, D. of 50 yards. Returned by Lackson, J. for 2 yards. First Down!",Returned
21349,10,118,2,11:13,NYS,14,17,SJS,SJS,NYS,4,7,SJS,82,52,30,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by McDairmid (C), M. of 52 yards.  No return. First Down!",No return
21353,10,118,2,9:40,NYS,14,17,SJS,NYS,SJS,4,2,NYS,63,36,27,3.2,2501.0,78.92178140463582,76.20325599964512,77.13147119040656,"Punt by Z, D. of 36 yards.  No return. First Down!",No return
21411,10,118,3,3:09,NYS,24,20,SJS,SJS,NYS,4,5,NYS,48,28,20,12.185854139719684,786.0,93.18517232398646,90.03681852459744,94.45378765720972,"Punt by McDairmid (C), M. of 48 yards.  Touchback.",Touchback
21415,10,118,3,1:38,NYS,24,20,SJS,NYS,SJS,4,5,NYS,70,30,40,0.6,7755.0,34.80336834794687,33.39395821319256,23.11531149458906,"Punt by Z, D. of 30 yards. Returned by Lackson, J. for 0 yards. First Down!",Returned
21423,10,118,4,15:00,NYS,24,20,SJS,SJS,NYS,4,10,NYS,49,36,13,4.305197484972388,1783.0,84.52990710999218,80.6414408020228,83.66481427317929,"Punt by McDairmid (C), M. of 36 yards.  No return. First Down!",No return
21198,10,101,2,10:47,AUS,10,14,COL,COL,AUS,4,3,COL,63,34,29,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by Banana, S. of 34 yards. Returned by Jeeta, E. for 4 yards. First Down!",Returned
21207,10,101,2,6:48,AUS,10,14,COL,AUS,COL,4,20,AUS,65,45,20,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by QB (R), P. of 45 yards.  No return. First Down!",No return
21163,10,101,1,11:12,AUS,0,7,COL,AUS,COL,4,16,AUS,81,33,48,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by QB (R), P. of 33 yards. Returned by Purchase, L. for 16 yards. First Down!",Returned
21186,10,101,1,0:39,AUS,3,14,COL,COL,AUS,4,21,COL,73,33,40,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by Banana, S. of 33 yards.  No return. First Down!",No return
21155,10,101,1,13:51,AUS,0,0,COL,COL,AUS,4,12,COL,83,61,22,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Banana, S. of 61 yards. Returned by Jeeta, E. for 11 yards. First Down!",Returned
21266,10,101,4,13:52,AUS,13,31,COL,AUS,COL,4,12,AUS,67,32,35,1.1442235392,4947.0,57.06224498654397,55.44514927028346,47.550453348932436,"Punt by QB (R), P. of 32 yards. Returned by Purchase, L. for 9 yards. First Down!",Returned
21270,10,101,4,12:00,AUS,13,31,COL,COL,AUS,4,4,COL,51,31,20,0.21029633968883532,9581.0,16.937234134907545,16.759082642061838,8.657502193623866,"Punt by Banana, S. of 50 yards.  Touchback.",Touchback
21285,10,101,4,4:06,AUS,20,38,COL,AUS,COL,4,5,AUS,75,35,40,8.5550030352,1052.0,90.87594409236912,87.16674799272502,91.45217899970751,"Punt by QB (R), P. of 35 yards. Returned by Purchase, L. for 12 yards. First Down!",Returned
21289,10,101,4,2:57,AUS,20,38,COL,COL,AUS,4,7,AUS,46,34,12,2.1513537461053462,3389.0,70.69190033857106,68.54012331987757,66.57831237203861,"Punt by Banana, S. of 34 yards.  No return. First Down!",No return
21231,10,101,3,13:09,AUS,10,17,COL,AUS,COL,4,18,AUS,65,30,35,0.8010941048,5625.0,51.18065804323292,50.46355853258218,40.7611874817198,"Punt by QB (R), P. of 30 yards. Returned by Purchase, L. for 13 yards. First Down!",Returned
21235,10,101,3,11:52,AUS,10,17,COL,COL,AUS,4,8,COL,51,43,8,0.14019755979255688,10963.0,4.94834621060856,5.340904050037706,0.0,"Punt by Banana, S. of 43 yards.  No return. First Down!",No return
21239,10,101,3,10:22,AUS,10,17,COL,AUS,COL,4,12,AUS,95,35,60,0.8171879616000001,5587.0,51.50620713603612,50.80956394446169,41.123135419713364,"Punt by QB (R), P. of 35 yards. Returned by Purchase, L. for -4 yards. First Down!",Returned
18321,10,72,4,11:50,HON,27,27,AUS,HON,AUS,4,17,HON,75,51,24,0.9180116000000003,5407.0,53.06884278149145,52.011710952402076,42.753729160573265,"Punt by Powers, V. of 51 yards. Returned by Jeeta, E. for 16 yards. First Down!",Returned
