,S,gameID,Q,time,awayTeam,awayScore,homeScore,homeTeam,recTeam,down,distance,dist2goal,surrenderIndex,percentiles,play
106455,10,2571,3,1:12,YKW,27,31,COL,YKW,4.0,14.0,95.0,0.2,4.254768446621272,"Punt by McCormick, M. of 46 yards. No return."
43019,4,708,1,4:55,BAL,0,3,PHI,BAL,4.0,12.0,78.0,0.2,4.254768446621272,"Punt by Harris, S. of 50 yards."
19740,2,78,3,4:46,ARI,10,13,OCO,ARI,4.0,12.0,82.0,0.2,4.254768446621272,"Punt by Langdon, J. of 40 yards."
19766,2,78,4,14:00,ARI,17,13,OCO,OCO,4.0,26.0,63.0,0.2,4.254768446621272,"Punt by Ronaldo, C. of 35 yards."
63366,6,1580,3,1:42,PHI,30,24,YKW,YKW,4.0,12.0,84.0,0.2,4.254768446621272,"Punt by Harris, S. of 57 yards. No return."
63309,6,1580,3,13:17,PHI,21,17,YKW,YKW,4.0,16.0,67.0,0.2,4.254768446621272,"Punt by Harris, S. of 65 yards. No return."
63264,6,1580,2,6:34,PHI,14,17,YKW,PHI,4.0,18.0,96.0,0.2,4.254768446621272,"Punt by Forfeit, N. of 49 yards."
18886,2,104,2,2:11,COL,13,14,ARI,COL,4.0,10.0,74.0,0.2,4.254768446621272,"Punt by Ronaldo, C. of 71 yards."
222944,18,4591,3,10:23,SJS,7,21,AUS,SJS,4.0,16.0,90.0,0.2,4.254768446621272,"Punt by Crisco, A. of 64 yards."
8984,1,5,1,2:43,YKW,3,0,BAL,BAL,4.0,13.0,71.0,0.2,4.254768446621272,"Punt by Booter, A. of 49 yards."
18977,2,104,4,4:31,COL,23,28,ARI,COL,4.0,12.0,91.0,0.2,4.254768446621272,"Punt by Ronaldo, C. of 45 yards. No return."
199248,17,4300,3,1:37,YKW,13,6,CHI,CHI,4.0,12.0,80.0,0.2,4.254768446621272,"Punt by Bobby (R), K. of 56 yards."
134696,12,2908,2,8:40,SJS,13,14,NO ,SJS,4.0,12.0,84.0,0.2,4.254768446621272,"Punt by Meoff, B. of 57 yards."
224841,18,4600,4,9:43,NO ,7,17,AZ ,NO ,4.0,10.0,80.0,0.2,4.254768446621272,"Punt by Clutch (R), C. of 46 yards."
105855,10,2569,1,7:45,PHI,0,3,COL,PHI,4.0,10.0,80.0,0.2,4.254768446621272,"Punt by McCormick, M. of 33 yards."
19099,2,111,3,14:26,YKW,9,21,SJS,YKW,4.0,10.0,85.0,0.2,4.254768446621272,"Punt by Laces, K. of 40 yards."
4823,1,23,2,4:43,SJS,10,17,BAL,SJS,4.0,10.0,88.0,0.2,4.254768446621272,"Punt by Harris, S. of 54 yards."
63139,6,1579,4,12:02,BAL,23,16,COL,COL,4.0,15.0,85.0,0.2,4.254768446621272,"Punt by Turkleton, T. of 43 yards."
62942,6,1578,4,8:06,OCO,35,10,NO ,NO ,4.0,10.0,74.0,0.2,4.254768446621272,"Punt by Madlad, B. of 31 yards. No return."
218345,18,4569,3,9:47,BAL,28,7,PHI,PHI,4.0,10.0,61.0,0.2,4.254768446621272,"Punt by Brand, F. of 38 yards."
218375,18,4569,3,2:54,BAL,31,14,PHI,PHI,4.0,10.0,60.0,0.2,4.254768446621272,"Punt by Brand, F. of 39 yards."
161064,15,3360,3,2:29,PHI,16,13,SJS,SJS,4.0,16.0,86.0,0.2,4.254768446621272,"Punt by Fulture, K. of 67 yards."
161084,15,3360,4,12:51,PHI,16,13,SJS,SJS,4.0,19.0,71.0,0.2,4.254768446621272,"Punt by Fulture, K. is BLOCKED BY Pennington, T.. No return."
134289,12,2906,2,7:40,OCO,21,0,COL,COL,4.0,25.0,74.0,0.2,4.254768446621272,"Punt by Anderson, A. of 52 yards. No return."
106150,10,2570,2,2:15,BAL,14,7,PHI,PHI,4.0,15.0,64.0,0.2,4.254768446621272,"Punt by Turkleton, T. of 34 yards."
105118,10,2565,3,8:47,PHI,7,22,AZ ,PHI,4.0,10.0,72.0,0.2,4.254768446621272,"Punt by Jackson, D. of 71 yards. No return."
18235,2,92,2,4:29,SJS,13,7,BAL,BAL,4.0,11.0,77.0,0.2,4.254768446621272,"Punt by Laces, K. of 45 yards."
16852,2,110,3,13:31,BAL,3,17,SJS,BAL,4.0,14.0,73.0,0.2,4.254768446621272,"Punt by Laces, K. of 49 yards."
87356,9,2354,2,1:58,PHI,3,30,OCO,PHI,4.0,16.0,81.0,0.2,4.254768446621272,"Punt by Madlad, B. of 53 yards."
215872,18,4557,3,12:15,YKW,17,20,BAL,YKW,4.0,10.0,72.0,0.2,4.254768446621272,"Punt by Brand, F. of 46 yards."
87428,9,2354,3,0:05,PHI,9,37,OCO,PHI,4.0,10.0,76.0,0.2,4.254768446621272,"Punt by Madlad, B. of 35 yards. No return."
136019,12,2914,2,0:32,OCO,0,21,BAL,OCO,4.0,12.0,86.0,0.2,4.254768446621272,"Punt by Turkleton, T. of 59 yards."
202282,17,4315,1,8:03,COL,7,0,BAL,BAL,4.0,10.0,80.0,0.2,4.254768446621272,"Punt by Jones II (R), J. of 49 yards. No return."
17408,2,98,2,5:56,ARI,3,7,COL,ARI,4.0,15.0,85.0,0.2,4.254768446621272,"Punt by Kicksit, B. of 44 yards."
17419,2,98,2,3:08,ARI,3,7,COL,ARI,4.0,19.0,64.0,0.2,4.254768446621272,"Punt by Kicksit, B. of 63 yards."
44836,4,716,4,11:50,BAL,27,20,OCO,OCO,4.0,15.0,78.0,0.2,4.254768446621272,"Punt by Turkleton, T. of 56 yards. No return."
135968,12,2914,2,13:20,OCO,0,7,BAL,OCO,4.0,14.0,90.0,0.2,4.254768446621272,"Punt by Turkleton, T. of 57 yards."
136080,12,2914,3,2:57,OCO,7,24,BAL,OCO,4.0,10.0,80.0,0.2,4.254768446621272,"Punt by Turkleton, T. of 54 yards. No return."
202100,17,4314,2,14:35,YKW,3,14,AZ ,YKW,4.0,15.0,85.0,0.2,4.254768446621272,"Punt by Lawes, S. of 41 yards."
218135,18,4568,3,8:26,CHI,7,5,COL,COL,4.0,10.0,63.0,0.2,4.254768446621272,"Punt by Fulture, K. of 63 yards. Touchback."
201970,17,4313,3,7:03,PHI,7,31,CHI,PHI,4.0,10.0,67.0,0.2,4.254768446621272,"Punt by Fulture, K. of 49 yards. No return."
226261,18,4607,3,2:42,PHI,9,23,YKW,PHI,4.0,12.0,73.0,0.2,4.254768446621272,"Punt by Donaldson, N. of 47 yards. No return."
201918,17,4313,2,7:13,PHI,7,21,CHI,PHI,4.0,14.0,87.0,0.2,4.254768446621272,"Punt by Fulture, K. of 55 yards."
135704,12,2912,4,2:34,AZ ,20,17,SJS,AZ,4.0,23.0,72.0,0.2,4.254768446621272,"Punt by (R) Donaldson, N. of 60 yards. No return."
147034,14,3218,1,9:07,AZ ,7,0,YKW,YKW,4.0,11.0,61.0,0.2,4.254768446621272,"Punt by Jackson, D. of 61 yards. Touchback."
94825,10,2518,1,4:07,PHI,3,0,YKW,YKW,4.0,11.0,67.0,0.2,4.254768446621272,"Punt by Meoff, B. of 53 yards. No return."
147044,14,3218,1,6:31,AZ ,7,0,YKW,YKW,4.0,18.0,88.0,0.2,4.254768446621272,"Punt by Jackson, D. of 48 yards."
159295,15,3352,4,14:36,PHI,10,37,OCO,PHI,4.0,12.0,63.0,0.2,4.254768446621272,"Punt by Dasistwirklichseinnachname, A. of 30 yards. No return."
158793,15,3350,3,12:40,COL,3,21,SJS,COL,4.0,11.0,75.0,0.2,4.254768446621272,"Punt by Donaldson, N. of 41 yards."
136254,12,2915,3,14:42,YKW,7,13,SJS,YKW,4.0,10.0,80.0,0.2,4.254768446621272,"Punt by (R) Donaldson, N. of 50 yards."
103783,10,2559,2,2:42,OCO,6,9,PHI,OCO,4.0,12.0,72.0,0.2,4.254768446621272,"Punt by Meoff, B. of 30 yards."
87889,9,2356,4,7:14,YKW,30,17,NO ,NO ,4.0,10.0,68.0,0.2,4.254768446621272,"Punt by Forfeit, N. of 31 yards."
103805,10,2559,3,13:08,OCO,6,9,PHI,OCO,4.0,16.0,72.0,0.2,4.254768446621272,"Punt by Meoff, B. of 60 yards."
16996,2,82,2,12:55,OCO,9,14,SJS,OCO,4.0,17.0,72.0,0.2,4.254768446621272,"Punt by Laces, K. of 41 yards."
87734,9,2356,1,5:49,YKW,10,0,NO ,NO ,4.0,10.0,88.0,0.2,4.254768446621272,"Punt by Forfeit, N. of 46 yards."
45180,4,718,2,6:37,COL,6,10,PHI,COL,4.0,10.0,80.0,0.2,4.254768446621272,"Punt by Harris, S. of 62 yards. No return."
45158,4,718,2,14:18,COL,6,3,PHI,PHI,4.0,24.0,99.0,0.2,4.254768446621272,"Punt by Kicksit, B. of 50 yards. No return."
45122,4,718,1,7:49,COL,0,3,PHI,COL,4.0,17.0,90.0,0.2,4.254768446621272,"Punt by Harris, S. of 32 yards. No return."
61519,6,1572,2,7:41,BAL,3,10,OCO,BAL,4.0,14.0,66.0,0.2,4.254768446621272,"Punt by PuntBotPunt, Z. of 36 yards."
9312,1,6,4,4:49,OCO,3,23,ARI,OCO,4.0,10.0,88.0,0.2,4.254768446621272,"Punt by Nugent, A. of 39 yards."
229838,18,4625,1,3:52,AUS,7,6,AZ ,AZ,4.0,12.0,82.0,0.2,4.254768446621272,"Punt by Crisco, A. of 33 yards."
87667,9,2355,4,2:54,COL,24,17,SJS,SJS,4.0,22.0,95.0,0.2,4.254768446621272,"Punt by McCormick, M. of 43 yards."
202520,17,4316,2,10:26,OCO,9,10,AUS,OCO,4.0,10.0,61.0,0.2,4.254768446621272,"Punt by Crisco, A. of 31 yards."
54730,4,762,2,11:04,BAL,9,3,COL,COL,4.0,16.0,69.0,0.2,4.254768446621272,"Punt by Turkleton, T. of 58 yards. No return."
202488,17,4316,1,3:02,OCO,6,3,AUS,AUS,4.0,15.0,84.0,0.2,4.254768446621272,"Punt by Dasistwirklichseinnachname, A. of 60 yards."
201906,17,4313,2,10:22,PHI,7,21,CHI,PHI,4.0,19.0,61.0,0.2,4.254768446621272,"Punt by Fulture, K. of 36 yards."
44588,4,715,3,6:50,COL,20,16,LV ,LV ,4.0,10.0,80.0,0.2,4.254768446621272,"Punt by Kicksit, B. of 36 yards."
135238,12,2910,4,10:42,OCO,27,21,PHI,PHI,4.0,16.0,73.0,0.2,4.254768446621272,"Punt by Anderson, A. of 62 yards."
95299,10,2520,1,0:03,SJS,14,7,AZ ,AZ,4.0,10.0,80.0,0.2,4.254768446621272,"Punt by Corbett, K. of 55 yards."
62333,6,1576,1,4:10,YKW,7,0,NO ,NO ,4.0,25.0,85.0,0.2,4.254768446621272,"Punt by Forfeit, N. of 32 yards."
159635,15,3354,2,7:36,OCO,14,16,BAL,OCO,4.0,13.0,83.0,0.2,4.254768446621272,"Punt by Frost, A. of 48 yards. No return."
201128,17,4309,4,13:10,BAL,20,41,YKW,BAL,4.0,10.0,76.0,0.2,4.254768446621272,"Punt by Bobby (R), K. of 56 yards."
44383,4,714,3,7:38,ARI,3,0,PHI,PHI,4.0,14.0,84.0,0.2,4.254768446621272,"Punt by Ronaldo, C. of 44 yards. No return."
18032,2,86,2,5:27,COL,7,8,PHI,COL,4.0,13.0,66.0,0.2,4.254768446621272,"Punt by Harris, S. of 32 yards."
201047,17,4309,2,4:01,BAL,10,17,YKW,BAL,4.0,10.0,72.0,0.2,4.254768446621272,"Punt by Bobby (R), K. of 32 yards."
62421,6,1576,3,12:44,YKW,24,14,NO ,NO ,4.0,10.0,61.0,0.2,4.254768446621272,"Punt by Forfeit, N. of 43 yards. No return."
86972,9,2352,3,6:07,SJS,10,16,PHI,SJS,4.0,10.0,60.0,0.2,4.254768446621272,"Punt by (R) Meoff, B. of 47 yards. No return."
159602,15,3354,1,2:20,OCO,14,10,BAL,BAL,4.0,10.0,73.0,0.2,4.254768446621272,"Punt by Dasistwirklichseinnachname, A. of 36 yards. No return."
86902,9,2352,2,10:01,SJS,0,13,PHI,SJS,4.0,20.0,90.0,0.2,4.254768446621272,"Punt by (R) Meoff, B. of 42 yards."
86892,9,2352,2,11:36,SJS,0,13,PHI,SJS,4.0,23.0,93.0,0.2,4.254768446621272,"Punt by (R) Meoff, B. of 45 yards."
200791,17,4308,1,0:00,COL,14,7,PHI,PHI,4.0,23.0,80.0,0.2,4.254768446621272,"Punt by Jones II (R), J. of 43 yards. No return."
159710,15,3354,3,4:29,OCO,23,16,BAL,BAL,4.0,10.0,77.0,0.2,4.254768446621272,"Punt by Dasistwirklichseinnachname, A. of 33 yards."
105003,10,2565,1,11:22,PHI,7,0,AZ ,AZ,4.0,18.0,66.0,0.2,4.254768446621272,"Punt by Meoff, B. of 42 yards. No return."
18126,2,86,4,8:16,COL,14,11,PHI,PHI,4.0,10.0,61.0,0.2,4.254768446621272,"Punt by Kicksit, B. of 61 yards. Touchback."
18134,2,86,4,6:11,COL,14,11,PHI,PHI,4.0,17.0,79.0,0.2,4.254768446621272,"Punt by Kicksit, B. of 33 yards."
135481,12,2911,4,6:49,COL,21,58,BAL,COL,4.0,11.0,81.0,0.2,4.254768446621272,"Punt by Turkleton, T. of 39 yards. No return."
201266,17,4310,2,11:23,AZ ,24,6,SJS,SJS,4.0,20.0,93.0,0.2,4.254768446621272,"Punt by Lawes, S. of 58 yards."
17629,2,119,2,6:47,YKW,17,0,LV ,LV ,4.0,12.0,72.0,0.2,4.254768446621272,"Punt by Booter, A. of 53 yards. No return."
201546,17,4311,3,8:58,OCO,10,13,NO ,OCO,4.0,10.0,60.0,0.2,4.254768446621272,"Punt by Frost, A. of 60 yards. Touchback."
87294,9,2354,1,3:56,PHI,0,14,OCO,PHI,4.0,13.0,99.0,0.2,4.254768446621272,"Punt by Madlad, B. of 41 yards. No return."
145640,14,3211,2,3:24,PHI,9,7,COL,COL,4.0,21.0,73.0,0.2,4.254768446621272,"Punt by Fulture, K. of 56 yards. No return."
54585,4,761,3,11:06,PHI,12,9,OCO,OCO,4.0,17.0,87.0,0.2,4.254768446621272,"Punt by Harris, S. of 63 yards."
44538,4,715,2,7:19,COL,13,10,LV ,LV ,4.0,15.0,64.0,0.2,4.254768446621272,"Punt by Kicksit, B. of 64 yards. Touchback."
215928,18,4557,4,14:10,YKW,24,27,BAL,YKW,4.0,10.0,70.0,0.2,4.254768446621272,"Punt by Brand, F. of 46 yards. No return."
17716,2,119,4,10:44,YKW,17,7,LV ,LV ,4.0,13.0,60.0,0.2,4.254768446621272,"Punt by Booter, A. of 34 yards."
215937,18,4557,4,10:27,YKW,24,27,BAL,YKW,4.0,20.0,63.0,0.2,4.254768446621272,"Punt by Brand, F. of 44 yards. No return."
17729,2,119,4,6:19,YKW,17,7,LV ,LV ,4.0,10.0,80.0,0.2,4.254768446621272,"Punt by Booter, A. of 30 yards."
7871,1,38,3,10:26,BAL,10,20,YKW,BAL,4.0,15.0,85.0,0.2,4.254768446621272,"Punt by Booter, A. of 35 yards."
104638,10,2563,2,6:53,YKW,10,14,SJS,YKW,4.0,16.0,89.0,0.2,4.254768446621272,"Punt by Corbett, K. of 57 yards."
135548,12,2912,1,2:41,AZ ,7,0,SJS,AZ,4.0,12.0,84.0,0.2,4.254768446621272,"Punt by (R) Donaldson, N. of 57 yards. No return."
201393,17,4310,4,6:42,AZ ,34,22,SJS,SJS,4.0,12.0,71.0,0.2,4.254768446621272,"Punt by Lawes, S. of 49 yards. No return."
46290,4,723,3,7:51,OCO,7,17,ARI,OCO,4.0,21.0,93.0,0.2,4.254768446621272,"Punt by Ronaldo, C. of 57 yards."
201354,17,4310,3,0:33,AZ ,31,19,SJS,AZ,4.0,19.0,78.0,0.2,4.254768446621272,"Punt by Donaldson, N. of 33 yards. No return."
226287,18,4607,4,11:56,PHI,12,23,YKW,PHI,4.0,16.0,84.0,0.2,4.254768446621272,"Punt by Donaldson, N. of 68 yards."
159572,15,3354,1,9:06,OCO,7,0,BAL,BAL,4.0,19.0,90.0,0.2,4.254768446621272,"Punt by Dasistwirklichseinnachname, A. is BLOCKED BY Roenick, A.. No return."
4401,1,42,2,13:29,YKW,10,7,ARI,ARI,4.0,14.0,62.0,0.2,4.254768446621272,"Punt by Booter, A. of 32 yards. No return."
53208,4,755,1,6:28,PHI,14,0,YKW,YKW,4.0,15.0,74.0,0.2,4.254768446621272,"Punt by Harris, S. of 32 yards."
3206,1,21,2,0:57,YKW,7,3,COL,COL,4.0,10.0,82.0,0.2,4.254768446621272,"Punt by Booter, A. of 38 yards."
91937,9,2375,2,5:31,BAL,14,9,NO ,NO ,4.0,15.0,74.0,0.2,4.254768446621272,"Punt by Turkleton, T. of 45 yards."
211213,17,4357,3,0:04,BAL,27,24,YKW,YKW,4.0,10.0,67.0,0.2,4.254768446621272,"Punt by Brand, F. of 67 yards. Touchback."
55182,4,764,3,12:34,LV ,0,24,BAL,LV ,4.0,23.0,88.0,0.2,4.254768446621272,"Punt by Turkleton, T. of 44 yards."
8594,1,15,1,0:00,ARI,10,0,COL,COL,4.0,13.0,62.0,0.2,4.254768446621272,"Punt by Nugent, A. of 37 yards. No return."
92119,10,2506,1,6:56,BAL,7,0,OCO,OCO,4.0,11.0,69.0,0.2,4.254768446621272,"Punt by PuntBot, Z. of 50 yards. No return."
150584,14,3234,3,9:01,BAL,23,13,NO ,NO ,4.0,23.0,86.0,0.2,4.254768446621272,"Punt by Frost, A. of 32 yards."
50998,4,744,4,7:21,ARI,7,9,YKW,ARI,4.0,14.0,73.0,0.2,4.254768446621272,"Punt by Lombardi, J. of 35 yards. No return."
211031,17,4356,4,9:00,SJS,6,20,OCO,SJS,4.0,12.0,68.0,0.2,4.254768446621272,"Punt by Dasistwirklichseinnachname, A. of 49 yards."
3859,1,36,3,11:40,COL,7,16,YKW,COL,4.0,24.0,94.0,0.2,4.254768446621272,"Punt by Booter, A. of 41 yards. No return."
12249,2,126,2,10:36,LV ,0,3,BAL,LV ,4.0,15.0,85.0,0.2,4.254768446621272,"Punt by Turkleton, T. of 60 yards. No return."
50948,4,744,3,4:48,ARI,0,6,YKW,ARI,4.0,10.0,80.0,0.2,4.254768446621272,"Punt by Lombardi, J. of 59 yards."
50762,4,743,4,3:52,YKW,20,38,SJS,YKW,4.0,11.0,69.0,0.2,4.254768446621272,"Punt by Blewitt, I. of 44 yards."
98075,10,2533,2,13:43,PHI,0,14,OCO,PHI,4.0,21.0,72.0,0.2,4.254768446621272,"Punt by Madlad, B. of 57 yards. No return."
91772,9,2374,3,12:21,OCO,7,23,NO ,OCO,4.0,10.0,86.0,0.2,4.254768446621272,"Punt by Blewitt, I. of 51 yards."
50939,4,744,3,5:56,ARI,0,6,YKW,ARI,4.0,17.0,78.0,0.2,4.254768446621272,"Punt by Lombardi, J. of 39 yards."
12313,2,126,3,8:08,LV ,0,3,BAL,LV ,4.0,12.0,68.0,0.2,4.254768446621272,"Punt by Turkleton, T. of 52 yards. No return."
150913,14,3236,2,11:00,SJS,7,17,COL,SJS,4.0,16.0,86.0,0.2,4.254768446621272,"Punt by Corbett, K. of 40 yards. No return."
214876,18,4552,3,5:48,YKW,3,27,BAL,YKW,4.0,20.0,72.0,0.2,4.254768446621272,"Punt by PuntBotPunt, Z. of 39 yards."
98359,10,2534,3,8:50,AZ ,28,3,PHI,AZ,4.0,18.0,88.0,0.2,4.254768446621272,"Punt by Meoff, B. of 56 yards."
98385,10,2534,3,1:17,AZ ,31,3,PHI,AZ,4.0,16.0,71.0,0.2,4.254768446621272,"Punt by Meoff, B. of 46 yards."
151205,14,3237,4,14:51,NO ,14,20,YKW,NO ,4.0,10.0,69.0,0.2,4.254768446621272,"Punt by Forfeit, N. of 53 yards. No return."
217266,18,4564,2,13:24,OCO,14,0,PHI,PHI,4.0,21.0,91.0,0.2,4.254768446621272,"Punt by Dasistwirklichseinnachname, A. of 30 yards. No return."
150542,14,3234,2,2:37,BAL,20,13,NO ,NO ,4.0,13.0,93.0,0.2,4.254768446621272,"Punt by Frost, A. of 41 yards. No return."
211260,17,4357,4,0:25,BAL,27,24,YKW,YKW,4.0,14.0,84.0,0.2,4.254768446621272,"Punt by Brand, F. of 45 yards."
53452,4,756,1,0:33,BAL,6,0,PHI,PHI,4.0,13.0,81.0,0.2,4.254768446621272,"Punt by Turkleton, T. of 60 yards."
211734,18,4537,2,7:54,YKW,14,0,SJS,SJS,4.0,13.0,83.0,0.2,4.254768446621272,"Punt by Legman1, Z. of 50 yards. No return."
150303,14,3233,2,12:46,OCO,7,3,YKW,YKW,4.0,11.0,81.0,0.2,4.254768446621272,"Punt by Anderson, A. of 34 yards."
150318,14,3233,2,8:23,OCO,7,6,YKW,YKW,4.0,17.0,75.0,0.2,4.254768446621272,"Punt by Anderson, A. of 49 yards. No return."
11909,2,124,3,12:52,SJS,3,28,ARI,SJS,4.0,17.0,69.0,0.2,4.254768446621272,"Punt by Ronaldo, C. of 69 yards. Touchback."
92543,10,2508,1,9:02,COL,3,0,NO ,NO ,4.0,15.0,63.0,0.2,4.254768446621272,"Punt by PuntMachine4, Z. of 47 yards."
11923,2,124,3,8:09,SJS,3,28,ARI,SJS,4.0,20.0,83.0,0.2,4.254768446621272,"Punt by Ronaldo, C. of 34 yards."
56679,4,771,3,1:47,COL,23,3,PHI,PHI,4.0,21.0,67.0,0.2,4.254768446621272,"Punt by Kicksit, B. of 44 yards."
142498,14,3196,2,3:22,SJS,0,17,NO ,SJS,4.0,10.0,70.0,0.2,4.254768446621272,"Punt by PuntMachine8, Z. of 48 yards."
11947,2,124,3,0:43,SJS,10,28,ARI,SJS,4.0,20.0,90.0,0.2,4.254768446621272,"Punt by Ronaldo, C. of 47 yards. No return."
211610,17,4359,3,1:01,OCO,21,17,BAL,BAL,4.0,19.0,76.0,0.2,4.254768446621272,"Punt by Dasistwirklichseinnachname, A. of 46 yards. No return."
51219,4,745,4,12:23,OCO,34,23,COL,COL,4.0,16.0,98.0,0.2,4.254768446621272,"Punt by Madlad, B. of 61 yards."
97791,10,2531,4,14:32,COL,27,10,SJS,SJS,4.0,15.0,75.0,0.2,4.254768446621272,"Punt by McCormick, M. of 61 yards."
211469,17,4358,4,1:39,OCO,37,20,AZ ,AZ,4.0,17.0,64.0,0.2,4.254768446621272,"Punt by Dasistwirklichseinnachname, A. of 63 yards. Touchback."
53370,4,755,4,11:17,PHI,20,14,YKW,YKW,4.0,20.0,63.0,0.2,4.254768446621272,"Punt by Harris, S. of 51 yards. No return."
92254,10,2506,4,13:06,BAL,17,10,OCO,OCO,4.0,12.0,82.0,0.2,4.254768446621272,"Punt by PuntBot, Z. of 40 yards. No return."
211366,17,4358,2,5:07,OCO,17,10,AZ ,AZ,4.0,20.0,61.0,0.2,4.254768446621272,"Punt by Dasistwirklichseinnachname, A. of 37 yards. No return."
211347,17,4358,2,11:19,OCO,17,7,AZ ,AZ,4.0,22.0,76.0,0.2,4.254768446621272,"Punt by Dasistwirklichseinnachname, A. of 34 yards."
211329,17,4358,1,0:32,OCO,17,0,AZ ,AZ,4.0,14.0,84.0,0.2,4.254768446621272,"Punt by Dasistwirklichseinnachname, A. of 67 yards. No return."
12107,2,125,3,12:11,LV ,7,5,PHI,PHI,4.0,13.0,76.0,0.2,4.254768446621272,"Punt by Walsh, B. of 46 yards."
210613,17,4354,4,8:20,CHI,6,33,BAL,CHI,4.0,10.0,80.0,0.2,4.254768446621272,"Punt by Brand, F. of 61 yards. No return."
214907,18,4552,4,9:45,YKW,3,27,BAL,YKW,4.0,10.0,80.0,0.2,4.254768446621272,"Punt by PuntBotPunt, Z. of 33 yards. No return."
56616,4,771,2,4:30,COL,13,0,PHI,PHI,4.0,12.0,67.0,0.2,4.254768446621272,"Punt by Kicksit, B. of 33 yards. No return."
209889,17,4351,3,3:04,SJS,30,10,COL,COL,4.0,16.0,64.0,0.2,4.254768446621272,"Punt by Donaldson, N. of 37 yards. No return."
12743,2,128,4,13:18,ARI,15,9,COL,COL,4.0,27.0,88.0,0.2,4.254768446621272,"Punt by Ronaldo, C. of 64 yards. No return."
98997,10,2537,3,12:31,COL,14,24,NO ,COL,4.0,14.0,84.0,0.2,4.254768446621272,"Punt by Leg, P. of 30 yards. No return."
99006,10,2537,3,10:29,COL,14,24,NO ,COL,4.0,17.0,78.0,0.2,4.254768446621272,"Punt by Leg, P. of 31 yards."
210079,17,4352,3,14:38,AUS,16,21,YKW,AUS,4.0,10.0,93.0,0.2,4.254768446621272,"Punt by Bobby (R), K. of 45 yards."
217577,18,4565,4,7:31,AUS,24,30,AZ ,AUS,4.0,10.0,77.0,0.2,4.254768446621272,"Punt by Clutch (R), C. of 49 yards."
264,1,48,2,15:00,SJS,7,10,YKW,SJS,4.0,13.0,71.0,0.2,4.254768446621272,"Punt by Booter, A. of 60 yards. No return."
141608,14,3192,2,10:33,COL,0,17,SJS,COL,4.0,11.0,78.0,0.2,4.254768446621272,"Punt by Legman3, Z. of 37 yards."
49820,4,739,3,5:06,OCO,28,13,YKW,YKW,4.0,10.0,68.0,0.2,4.254768446621272,"Punt by Madlad, B. of 64 yards. No return."
91049,9,2371,2,11:55,AZ ,6,0,SJS,SJS,4.0,12.0,61.0,0.2,4.254768446621272,"Punt by Jackson, D. of 46 yards."
214915,18,4552,4,8:17,YKW,3,27,BAL,YKW,4.0,13.0,83.0,0.2,4.254768446621272,"Punt by PuntBotPunt, Z. of 51 yards."
142061,14,3194,3,14:05,OCO,10,17,AZ ,OCO,4.0,21.0,70.0,0.2,4.254768446621272,"Punt by Vanderjagt, J. of 39 yards."
99192,10,2538,2,10:38,BAL,23,0,SJS,SJS,4.0,12.0,63.0,0.2,4.254768446621272,"Punt by Turkleton, T. of 38 yards."
209860,17,4351,3,10:20,SJS,30,3,COL,COL,4.0,11.0,81.0,0.2,4.254768446621272,"Punt by Donaldson, N. of 42 yards."
49759,4,739,2,5:42,OCO,21,3,YKW,YKW,4.0,27.0,87.0,0.2,4.254768446621272,"Punt by Madlad, B. of 57 yards."
57466,4,775,2,10:35,BAL,0,7,OCO,BAL,4.0,12.0,88.0,0.2,4.254768446621272,"Punt by Madlad, B. of 62 yards."
90890,9,2370,3,11:12,OCO,6,20,COL,OCO,4.0,16.0,86.0,0.2,4.254768446621272,"Punt by McCormick, M. of 66 yards."
57539,4,775,3,5:13,BAL,0,17,OCO,BAL,4.0,10.0,71.0,0.2,4.254768446621272,"Punt by Madlad, B. of 53 yards. No return."
209625,17,4350,3,11:29,AZ ,21,7,PHI,PHI,4.0,21.0,85.0,0.2,4.254768446621272,"Punt by Lawes, S. of 38 yards."
209596,17,4350,2,1:32,AZ ,21,0,PHI,AZ,4.0,11.0,74.0,0.2,4.254768446621272,"Punt by Castleberry, R. of 39 yards."
209572,17,4350,2,9:47,AZ ,14,0,PHI,PHI,4.0,14.0,74.0,0.2,4.254768446621272,"Punt by Lawes, S. of 30 yards."
49960,4,740,2,10:52,ARI,10,0,BAL,BAL,4.0,15.0,85.0,0.2,4.254768446621272,"Punt by Ronaldo, C. of 63 yards. No return."
57353,4,774,4,14:14,YKW,13,20,PHI,YKW,4.0,17.0,92.0,0.2,4.254768446621272,"Punt by Harris, S. of 40 yards. No return."
49970,4,740,2,9:18,ARI,10,0,BAL,BAL,4.0,10.0,84.0,0.2,4.254768446621272,"Punt by Ronaldo, C. of 63 yards."
49986,4,740,2,5:54,ARI,10,7,BAL,BAL,4.0,10.0,62.0,0.2,4.254768446621272,"Punt by Ronaldo, C. of 61 yards. Touchback."
210562,17,4354,3,6:25,CHI,6,26,BAL,CHI,4.0,10.0,80.0,0.2,4.254768446621272,"Punt by Brand, F. of 61 yards. No return."
57095,4,773,3,11:59,SJS,14,6,LV ,LV ,4.0,10.0,97.0,0.2,4.254768446621272,"Punt by Blewitt, I. of 65 yards."
57167,4,773,4,7:29,SJS,24,6,LV ,LV ,4.0,13.0,62.0,0.2,4.254768446621272,"Punt by Blewitt, I. of 44 yards. No return."
