,S,gameID,Q,time,awayTeam,awayScore,homeScore,homeTeam,recTeam,down,distance,dist2goal,surrenderIndex,percentiles,NFLpercentiles,play,result
305782,19,4834,4,15:00,NO ,17,35,AZ ,NO ,4.0,7.0,61.0,0.4,25.52165251127189,14.231672838768764,"Punt by Frost, A. of 36 yards. No return.",No return
95460,7,1729,1,14:20,BAL,0,0,SJS,SJS,4.0,16.0,68.0,0.4,25.52165251127189,14.231672838768764,"Punt by Turkleton, T. of 38 yards.",Returned
22736,2,71,4,6:27,PHI,14,28,YKW,PHI,4.0,8.0,78.0,0.4,25.52165251127189,14.231672838768764,"Punt by Booter, A. of 46 yards.",Returned
95328,7,1728,2,7:09,YKW,10,10,COL,YKW,4.0,12.0,62.0,0.4,25.52165251127189,14.231672838768764,"Punt by McCormick, M. of 46 yards. No return.",No return
22812,2,88,2,12:41,OCO,7,9,LV ,OCO,4.0,8.0,86.0,0.4,25.52165251127189,14.231672838768764,"Punt by Blewitt, I. of 41 yards. No return.",No return
95315,7,1728,2,11:22,YKW,10,10,COL,YKW,4.0,21.0,81.0,0.4,25.52165251127189,14.231672838768764,"Punt by McCormick, M. of 64 yards.",Returned
95310,7,1728,2,12:17,YKW,10,10,COL,COL,4.0,10.0,77.0,0.4,25.52165251127189,14.231672838768764,"Punt by Forfeit, N. of 43 yards.",Returned
22829,2,88,2,8:07,OCO,14,9,LV ,LV ,4.0,7.0,93.0,0.4,25.52165251127189,14.231672838768764,"Punt by Langdon, J. of 36 yards.",Returned
251356,16,3913,1,12:27,SJS,0,0,OCO,SJS,4.0,15.0,72.0,0.4,25.52165251127189,14.231672838768764,"Punt by Dasistwirklichseinnachname, A. of 42 yards.",Returned
94809,7,1725,4,9:24,PHI,14,34,OCO,PHI,4.0,9.0,71.0,0.4,25.52165251127189,14.231672838768764,"Punt by Madlad, B. of 54 yards.",Returned
152206,10,2555,1,7:23,AZ ,0,0,YKW,YKW,4.0,18.0,68.0,0.4,25.52165251127189,14.231672838768764,"Punt by Jackson, D. of 48 yards.",Returned
23098,2,102,3,4:51,BAL,9,14,ARI,BAL,4.0,9.0,98.0,0.4,25.52165251127189,14.231672838768764,"Punt by Ronaldo, C. of 37 yards. No return.",No return
94653,7,1725,1,4:08,PHI,7,7,OCO,OCO,4.0,20.0,90.0,0.4,25.52165251127189,14.231672838768764,"Punt by Legman1, Z. of 43 yards. No return.",No return
94625,7,1725,1,12:00,PHI,0,0,OCO,OCO,4.0,22.0,67.0,0.4,25.52165251127189,14.231672838768764,"Punt by Legman1, Z. of 32 yards. No return.",No return
94520,7,1724,2,0:20,NO ,6,17,COL,NO ,4.0,8.0,87.0,0.4,25.52165251127189,14.231672838768764,"Punt by McCormick, M. of 42 yards. No return.",No return
260349,17,4217,1,7:08,AUS,0,0,OCO,AUS,4.0,25.0,64.0,0.4,25.52165251127189,14.231672838768764,"Punt by Dasistwirklichseinnachname, A. of 43 yards.",Returned
152400,10,2556,1,8:50,OCO,0,0,NO ,NO ,4.0,16.0,86.0,0.4,25.52165251127189,14.231672838768764,"Punt by Madlad, B. of 56 yards. No return.",No return
219637,14,3253,4,8:53,YKW,20,17,COL,COL,4.0,8.0,62.0,0.4,25.52165251127189,14.231672838768764,"Punt by Forfeit, N. of 49 yards. No return.",No return
258727,17,4209,3,13:50,YKW,10,14,CHI,YKW,4.0,9.0,94.0,0.4,25.52165251127189,14.231672838768764,"Punt by Fulture, K. of 67 yards.",Returned
22194,2,99,1,7:12,OCO,0,7,COL,OCO,4.0,8.0,86.0,0.4,25.52165251127189,14.231672838768764,"Punt by Kicksit, B. of 37 yards. No return.",No return
151192,10,2550,2,8:36,YKW,7,13,BAL,YKW,4.0,7.0,69.0,0.4,25.52165251127189,14.231672838768764,"Punt by Turkleton, T. of 41 yards.",Returned
221186,14,3261,1,13:26,PHI,0,0,BAL,BAL,4.0,16.0,60.0,0.4,25.52165251127189,14.231672838768764,"Punt by Fulture, K. of 48 yards.",Returned
221784,15,3341,1,13:28,COL,0,0,BAL,BAL,4.0,31.0,95.0,0.4,25.52165251127189,14.231672838768764,"Punt by Ramero, E. of 57 yards.",Returned
96839,7,1735,1,13:51,AZ ,0,0,OCO,OCO,4.0,18.0,94.0,0.4,25.52165251127189,14.231672838768764,"Punt by Jackson, D. of 35 yards.",Returned
150457,10,2547,1,12:41,AZ ,0,0,SJS,AZ,4.0,20.0,90.0,0.4,25.52165251127189,14.231672838768764,"Punt by Corbett, K. of 34 yards.",Returned
21508,2,79,4,5:09,SJS,13,24,OCO,SJS,4.0,7.0,75.0,0.4,25.52165251127189,14.231672838768764,"Punt by Langdon, J. of 57 yards.",Returned
250816,16,3910,2,1:51,YKW,23,7,COL,COL,4.0,7.0,88.0,0.4,25.52165251127189,14.231672838768764,"Punt by Harris Jr, S. of 42 yards.",Returned
21563,2,97,1,5:11,LV ,7,7,YKW,YKW,4.0,11.0,63.0,0.4,25.52165251127189,14.231672838768764,"Punt by Blewitt, I. of 50 yards.",Returned
260334,17,4217,1,10:56,AUS,0,0,OCO,OCO,4.0,10.0,80.0,0.4,25.52165251127189,14.231672838768764,"Punt by Crisco, A. of 55 yards.",Returned
269099,17,4323,4,6:23,CHI,10,23,BAL,CHI,4.0,8.0,78.0,0.4,25.52165251127189,14.231672838768764,"Punt by Brand, F. of 62 yards.",Returned
57281,4,774,2,3:22,YKW,10,7,PHI,PHI,4.0,7.0,72.0,0.4,25.52165251127189,14.231672838768764,"Punt by Lombardi, J. of 38 yards.",Returned
150544,10,2547,2,1:45,AZ ,7,6,SJS,AZ,4.0,9.0,60.0,0.4,25.52165251127189,14.231672838768764,"Punt by Corbett, K. of 40 yards. Touchback.",Touchback
221382,14,3262,1,9:54,SJS,0,0,OCO,OCO,4.0,17.0,82.0,0.4,25.52165251127189,14.231672838768764,"Punt by Donaldson, N. of 57 yards.",Returned
221376,14,3262,1,11:56,SJS,0,0,OCO,SJS,4.0,16.0,73.0,0.4,25.52165251127189,14.231672838768764,"Punt by Anderson, A. of 61 yards. No return.",No return
221337,14,3261,4,7:24,PHI,20,28,BAL,PHI,4.0,9.0,88.0,0.4,25.52165251127189,14.231672838768764,"Punt by Frost, A. of 38 yards.",Returned
96627,7,1734,1,11:06,NO ,0,0,BAL,NO ,4.0,12.0,72.0,0.4,25.52165251127189,14.231672838768764,"Punt by Turkleton, T. of 72 yards. Touchback.",Touchback
52249,4,750,3,13:38,SJS,20,7,COL,COL,4.0,7.0,67.0,0.4,25.52165251127189,14.231672838768764,"Punt by Blewitt, I. of 67 yards. Touchback.",Touchback
96586,7,1733,4,6:38,SJS,19,24,YKW,SJS,4.0,9.0,63.0,0.4,25.52165251127189,14.231672838768764,"Punt by Forfeit, N. of 47 yards.",Returned
221128,14,3260,4,13:47,SJS,23,17,YKW,YKW,4.0,7.0,66.0,0.4,25.52165251127189,14.231672838768764,"Punt by Donaldson, N. of 30 yards.",Returned
21937,2,76,1,13:38,SJS,0,0,ARI,ARI,4.0,10.0,89.0,0.4,25.52165251127189,14.231672838768764,"Punt by Nugent, A. of 30 yards.",Returned
268942,17,4323,1,12:06,CHI,0,0,BAL,BAL,4.0,14.0,71.0,0.4,25.52165251127189,14.231672838768764,"Punt by Fulture, K. of 31 yards.",Returned
96565,7,1733,4,12:36,SJS,19,24,YKW,SJS,4.0,9.0,77.0,0.4,25.52165251127189,14.231672838768764,"Punt by Forfeit, N. of 52 yards.",Returned
96428,7,1733,2,14:41,SJS,3,3,YKW,YKW,4.0,10.0,63.0,0.4,25.52165251127189,14.231672838768764,"Punt by Blewitt, I. of 50 yards.",Returned
306042,19,4836,1,13:59,YKW,0,0,CHI,CHI,4.0,11.0,70.0,0.4,25.52165251127189,14.231672838768764,"Punt by Donaldson, N. of 56 yards. No return.",No return
250957,16,3911,1,3:01,CHI,0,0,AUS,CHI,4.0,13.0,83.0,0.4,25.52165251127189,14.231672838768764,"Punt by Crisco, A. of 32 yards.",Returned
184069,12,2908,2,2:04,SJS,13,17,NO ,SJS,4.0,8.0,76.0,0.4,25.52165251127189,14.231672838768764,"Punt by Meoff, B. of 61 yards.",Returned
96423,7,1733,1,0:03,SJS,3,3,YKW,SJS,4.0,16.0,84.0,0.4,25.52165251127189,14.231672838768764,"Punt by Forfeit, N. of 53 yards.",Returned
96418,7,1733,1,0:51,SJS,3,3,YKW,YKW,4.0,26.0,80.0,0.4,25.52165251127189,14.231672838768764,"Punt by Blewitt, I. of 57 yards.",Returned
151118,10,2550,1,13:43,YKW,0,0,BAL,BAL,4.0,14.0,70.0,0.4,25.52165251127189,14.231672838768764,"Punt by Forfeit, N. of 35 yards.",Returned
22176,2,99,1,9:30,OCO,0,0,COL,COL,4.0,11.0,81.0,0.4,25.52165251127189,14.231672838768764,"Punt by Langdon, J. of 35 yards.",Returned
94416,7,1724,1,12:28,NO ,0,0,COL,COL,4.0,15.0,67.0,0.4,25.52165251127189,14.231672838768764,"Punt by PuntMachine8, Z. of 50 yards. No return.",No return
152664,10,2557,2,13:30,PHI,3,3,SJS,PHI,4.0,14.0,66.0,0.4,25.52165251127189,14.231672838768764,"Punt by Corbett, K. of 41 yards. No return.",No return
221812,15,3341,1,4:44,COL,0,0,BAL,BAL,4.0,17.0,87.0,0.4,25.52165251127189,14.231672838768764,"Punt by Ramero, E. of 60 yards.",Returned
23390,2,68,1,12:43,PHI,0,0,BAL,PHI,4.0,22.0,72.0,0.4,25.52165251127189,14.231672838768764,"Punt by Turkleton, T. of 54 yards.",Returned
153670,10,2561,4,7:36,NO ,23,37,YKW,NO ,4.0,8.0,61.0,0.4,25.52165251127189,14.231672838768764,"Punt by Forfeit, N. of 30 yards.",Returned
305093,19,4831,2,2:25,YKW,10,14,PHI,YKW,4.0,7.0,72.0,0.4,25.52165251127189,14.231672838768764,"Punt by Frost, B. of 47 yards.",Returned
24841,2,94,4,13:03,ARI,24,12,YKW,YKW,4.0,7.0,93.0,0.4,25.52165251127189,14.231672838768764,"Punt by Ronaldo, C. of 48 yards.",Returned
153798,10,2562,2,3:51,BAL,16,0,OCO,OCO,4.0,9.0,66.0,0.4,25.52165251127189,14.231672838768764,"Punt by Turkleton, T. of 54 yards.",Returned
268222,17,4319,3,9:03,BAL,7,14,PHI,BAL,4.0,8.0,81.0,0.4,25.52165251127189,14.231672838768764,"Punt by Castleberry, R. of 57 yards. No return.",No return
92995,7,1717,2,0:28,BAL,10,7,YKW,YKW,4.0,8.0,78.0,0.4,25.52165251127189,14.231672838768764,"Punt by PuntBot, Z. of 32 yards. No return.",No return
153840,10,2562,3,8:38,BAL,16,7,OCO,OCO,4.0,8.0,64.0,0.4,25.52165251127189,14.231672838768764,"Punt by Turkleton, T. of 64 yards. Touchback.",Touchback
211025,14,3213,1,14:40,OCO,0,0,SJS,SJS,4.0,10.0,90.0,0.4,25.52165251127189,14.231672838768764,"Punt by Anderson, A. of 60 yards. No return.",No return
217926,14,3245,3,11:13,YKW,14,7,AZ ,AZ,4.0,7.0,61.0,0.4,25.52165251127189,14.231672838768764,"Punt by Forfeit, N. of 39 yards. Touchback.",Touchback
25200,2,72,3,13:31,BAL,0,30,COL,BAL,4.0,9.0,63.0,0.4,25.52165251127189,14.231672838768764,"Punt by Kicksit, B. of 36 yards.",Returned
92790,7,1716,2,0:25,AZ ,19,6,COL,AZ,4.0,9.0,67.0,0.4,25.52165251127189,14.231672838768764,"Punt by McCormick, M. of 44 yards.",Returned
25566,2,114,2,10:19,ARI,3,0,PHI,PHI,4.0,7.0,73.0,0.4,25.52165251127189,14.231672838768764,"Punt by Ronaldo, C. of 30 yards.",Returned
217767,14,3244,4,10:16,SJS,17,20,OCO,SJS,4.0,7.0,66.0,0.4,25.52165251127189,14.231672838768764,"Punt by Anderson, A. of 32 yards. No return.",No return
154208,10,2564,2,2:11,COL,14,14,NO ,COL,4.0,19.0,81.0,0.4,25.52165251127189,14.231672838768764,"Punt by Leg, P. of 41 yards. No return.",No return
92510,7,1715,1,13:03,YKW,0,0,OCO,OCO,4.0,13.0,78.0,0.4,25.52165251127189,14.231672838768764,"Punt by Forfeit, N. of 46 yards.",Returned
92462,7,1714,4,10:53,BAL,16,17,NO ,BAL,4.0,9.0,88.0,0.4,25.52165251127189,14.231672838768764,"Punt by PuntMachine8, Z. of 43 yards.",Returned
92223,7,1713,3,6:03,AZ ,14,10,SJS,AZ,4.0,9.0,81.0,0.4,25.52165251127189,14.231672838768764,"Punt by Legman3, Z. of 48 yards.",Returned
92168,7,1713,2,8:38,AZ ,7,7,SJS,SJS,4.0,15.0,75.0,0.4,25.52165251127189,14.231672838768764,"Punt by Jackson, D. of 36 yards. No return.",No return
92118,7,1713,1,9:53,AZ ,0,0,SJS,SJS,4.0,16.0,70.0,0.4,25.52165251127189,14.231672838768764,"Punt by Jackson, D. of 46 yards.",Returned
25766,2,77,2,15:00,LV ,0,10,ARI,LV ,4.0,7.0,66.0,0.4,25.52165251127189,14.231672838768764,"Punt by Ronaldo, C. of 40 yards.",Returned
154406,10,2565,2,7:18,PHI,7,7,AZ ,PHI,4.0,10.0,66.0,0.4,25.52165251127189,14.231672838768764,"Punt by Jackson, D. of 66 yards. Touchback.",Touchback
92112,7,1713,1,11:08,AZ ,0,0,SJS,AZ,4.0,13.0,69.0,0.4,25.52165251127189,14.231672838768764,"Punt by Legman3, Z. of 31 yards. Touchback.",Touchback
25880,2,77,3,2:51,LV ,0,37,ARI,LV ,4.0,8.0,65.0,0.4,25.52165251127189,14.231672838768764,"Punt by Ronaldo, C. of 43 yards. No return.",No return
217459,14,3243,2,7:28,PHI,7,21,NO ,PHI,4.0,9.0,79.0,0.4,25.52165251127189,14.231672838768764,"Punt by Meoff, B. of 51 yards. No return.",No return
217411,14,3243,1,6:52,PHI,0,0,NO ,NO ,4.0,10.0,80.0,0.4,25.52165251127189,14.231672838768764,"Punt by Fulture, K. of 46 yards. No return.",No return
304790,19,4830,1,6:12,YKW,0,0,NO ,YKW,4.0,18.0,88.0,0.4,25.52165251127189,14.231672838768764,"Punt by Prohaska (R), H. of 60 yards.",Returned
26049,2,116,2,1:43,SJS,0,28,PHI,SJS,4.0,8.0,80.0,0.4,25.52165251127189,14.231672838768764,"Punt by Harris, S. of 57 yards. No return.",No return
217340,14,3242,4,11:05,AZ ,21,20,COL,AZ,4.0,8.0,67.0,0.4,25.52165251127189,14.231672838768764,"Punt by Corbett, K. of 33 yards. Touchback.",Touchback
154571,10,2566,1,8:00,AZ ,0,0,NO ,AZ,4.0,10.0,63.0,0.4,25.52165251127189,14.231672838768764,"Punt by Leg, P. of 37 yards. Touchback.",Touchback
268346,17,4320,2,14:16,AZ ,10,0,OCO,AZ,4.0,8.0,78.0,0.4,25.52165251127189,14.231672838768764,"Punt by Dasistwirklichseinnachname, A. of 32 yards. No return.",No return
93096,7,1718,1,13:57,OCO,0,0,NO ,NO ,4.0,26.0,91.0,0.4,25.52165251127189,14.231672838768764,"Punt by Madlad, B. of 30 yards.",Returned
153616,10,2561,3,7:02,NO ,20,30,YKW,NO ,4.0,8.0,76.0,0.4,25.52165251127189,14.231672838768764,"Punt by Forfeit, N. of 57 yards. No return.",No return
153032,10,2559,1,13:13,OCO,0,0,PHI,PHI,4.0,14.0,62.0,0.4,25.52165251127189,14.231672838768764,"Punt by Madlad, B. of 33 yards.",Returned
94170,7,1723,1,13:42,NO ,0,0,PHI,PHI,4.0,14.0,82.0,0.4,25.52165251127189,14.231672838768764,"Punt by PuntMachine8, Z. of 43 yards.",Returned
251660,16,3914,3,7:20,PHI,10,13,CHI,PHI,4.0,7.0,77.0,0.4,25.52165251127189,14.231672838768764,"Punt by Fulture, K. of 41 yards.",Returned
219432,14,3252,4,4:36,COL,31,17,NO ,NO ,4.0,9.0,65.0,0.4,25.52165251127189,14.231672838768764,"Punt by Corbett, K. of 43 yards.",Returned
93972,7,1722,1,11:51,BAL,0,0,AZ ,AZ,4.0,16.0,65.0,0.4,25.52165251127189,14.231672838768764,"Punt by PuntBot, Z. of 35 yards. Touchback.",Touchback
152778,10,2557,4,9:48,PHI,10,16,SJS,PHI,4.0,8.0,85.0,0.4,25.52165251127189,14.231672838768764,"Punt by Corbett, K. of 44 yards.",Returned
93957,7,1721,4,0:00,SJS,3,54,OCO,SJS,4.0,7.0,75.0,0.4,25.52165251127189,14.231672838768764,"Punt by Madlad, B. of 59 yards. No return.",No return
219219,14,3251,3,0:24,PHI,10,13,YKW,PHI,4.0,8.0,82.0,0.4,25.52165251127189,14.231672838768764,"Punt by Forfeit, N. of 64 yards. No return.",No return
93756,7,1721,1,3:04,SJS,0,0,OCO,OCO,4.0,21.0,91.0,0.4,25.52165251127189,14.231672838768764,"Punt by Legman3, Z. of 46 yards.",Returned
23586,2,68,4,7:16,PHI,24,10,BAL,BAL,4.0,9.0,97.0,0.4,25.52165251127189,14.231672838768764,"Punt by Harris, S. of 42 yards. No return.",No return
57476,4,775,2,8:29,BAL,0,7,OCO,BAL,4.0,7.0,80.0,0.4,25.52165251127189,14.231672838768764,"Punt by Madlad, B. of 36 yards. No return.",No return
93725,7,1721,1,13:17,SJS,0,0,OCO,OCO,4.0,15.0,79.0,0.4,25.52165251127189,14.231672838768764,"Punt by Legman3, Z. of 43 yards. No return.",No return
305416,19,4833,1,14:09,CHI,0,0,COL,COL,4.0,16.0,80.0,0.4,25.52165251127189,14.231672838768764,"Punt by Fulture, K. of 55 yards. No return.",No return
153010,10,2558,4,4:20,BAL,34,13,AZ ,AZ,4.0,7.0,62.0,0.4,25.52165251127189,14.231672838768764,"Punt by Turkleton, T. of 62 yards. Touchback.",Touchback
191411,13,3002,3,10:15,SJS,10,21,YKW,SJS,4.0,9.0,79.0,0.4,25.52165251127189,14.231672838768764,"Punt by PuntMachine6, Z. of 37 yards.",Returned
24442,2,74,4,8:29,PHI,20,27,COL,PHI,4.0,8.0,68.0,0.4,25.52165251127189,14.231672838768764,"Punt by Kicksit, B. of 41 yards.",Returned
23850,2,81,4,4:46,ARI,26,17,SJS,SJS,4.0,9.0,79.0,0.4,25.52165251127189,14.231672838768764,"Punt by Ronaldo, C. of 66 yards. No return.",No return
153064,10,2559,1,5:14,OCO,0,0,PHI,PHI,4.0,17.0,77.0,0.4,25.52165251127189,14.231672838768764,"Punt by Madlad, B. of 56 yards. No return.",No return
260358,17,4217,1,4:13,AUS,0,0,OCO,OCO,4.0,18.0,74.0,0.4,25.52165251127189,14.231672838768764,"Punt by Crisco, A. of 53 yards.",Returned
218855,14,3250,1,13:05,AZ ,0,0,OCO,OCO,4.0,17.0,69.0,0.4,25.52165251127189,14.231672838768764,"Punt by Jackson, D. of 46 yards. No return.",No return
57562,4,775,4,13:31,BAL,0,17,OCO,BAL,4.0,9.0,65.0,0.4,25.52165251127189,14.231672838768764,"Punt by Madlad, B. of 47 yards. No return.",No return
268522,17,4321,1,7:34,NO ,7,7,YKW,NO ,4.0,10.0,69.0,0.4,25.52165251127189,14.231672838768764,"Punt by Bobby (R), K. of 57 yards.",Returned
218751,14,3249,2,1:29,BAL,17,9,SJS,SJS,4.0,8.0,78.0,0.4,25.52165251127189,14.231672838768764,"Punt by Frost, A. of 56 yards.",Returned
218670,14,3249,1,10:42,BAL,0,0,SJS,BAL,4.0,10.0,80.0,0.4,25.52165251127189,14.231672838768764,"Punt by Donaldson, N. of 35 yards.",Returned
153196,10,2559,3,0:26,OCO,9,12,PHI,OCO,4.0,7.0,93.0,0.4,25.52165251127189,14.231672838768764,"Punt by Meoff, B. of 37 yards. No return.",No return
153246,10,2560,1,14:02,SJS,0,0,COL,COL,4.0,16.0,95.0,0.4,25.52165251127189,14.231672838768764,"Punt by Corbett, K. of 47 yards. No return.",No return
189349,12,2933,2,11:00,OCO,3,13,AZ ,OCO,4.0,7.0,69.0,0.4,25.52165251127189,14.231672838768764,"Punt by Jackson, D. of 45 yards.",Returned
183748,12,2906,4,5:40,OCO,38,13,COL,COL,4.0,7.0,71.0,0.4,25.52165251127189,14.231672838768764,"Punt by Anderson, A. of 41 yards.",Returned
24270,2,74,1,10:27,PHI,0,0,COL,PHI,4.0,14.0,84.0,0.4,25.52165251127189,14.231672838768764,"Punt by Kicksit, B. of 54 yards. No return.",No return
21288,2,67,4,10:31,COL,6,28,BAL,COL,4.0,8.0,84.0,0.4,25.52165251127189,14.231672838768764,"Punt by Turkleton, T. of 51 yards.",Returned
221817,15,3341,1,3:39,COL,0,0,BAL,COL,4.0,18.0,68.0,0.4,25.52165251127189,14.231672838768764,"Punt by Frost, A. of 30 yards.",Returned
154578,10,2566,1,5:55,AZ ,0,0,NO ,NO ,4.0,10.0,65.0,0.4,25.52165251127189,14.231672838768764,"Punt by Jackson, D. of 52 yards. No return.",No return
283272,18,4569,1,8:28,BAL,0,0,PHI,PHI,4.0,10.0,67.0,0.4,25.52165251127189,14.231672838768764,"Punt by Brand, F. of 48 yards.",Returned
99521,7,1746,1,10:22,SJS,0,0,NO ,SJS,4.0,15.0,85.0,0.4,25.52165251127189,14.231672838768764,"Punt by Leg, P. of 35 yards.",Returned
224267,15,3352,3,14:31,PHI,10,27,OCO,PHI,4.0,8.0,89.0,0.4,25.52165251127189,14.231672838768764,"Punt by Dasistwirklichseinnachname, A. of 50 yards.",Returned
224177,15,3352,1,5:31,PHI,0,3,OCO,PHI,4.0,8.0,78.0,0.4,25.52165251127189,14.231672838768764,"Punt by Dasistwirklichseinnachname, A. of 51 yards. No return.",No return
188883,12,2931,1,13:47,SJS,0,0,PHI,PHI,4.0,20.0,98.0,0.4,25.52165251127189,14.231672838768764,"Punt by (R) Donaldson, N. of 41 yards.",Returned
147684,10,2534,2,0:07,AZ ,21,3,PHI,AZ,4.0,9.0,84.0,0.4,25.52165251127189,14.231672838768764,"Punt by Meoff, B. of 43 yards.",Returned
99268,7,1745,1,10:06,OCO,0,0,YKW,OCO,4.0,17.0,94.0,0.4,25.52165251127189,14.231672838768764,"Punt by Forfeit, N. of 45 yards. No return.",No return
19161,2,111,4,11:13,YKW,26,24,SJS,SJS,4.0,7.0,61.0,0.4,25.52165251127189,14.231672838768764,"Punt by Booter, A. of 57 yards. No return.",No return
19251,2,115,2,14:05,OCO,10,0,PHI,PHI,4.0,8.0,68.0,0.4,25.52165251127189,14.231672838768764,"Punt by Langdon, J. of 48 yards. No return.",No return
147836,10,2535,1,2:02,OCO,3,3,BAL,BAL,4.0,20.0,87.0,0.4,25.52165251127189,14.231672838768764,"Punt by Madlad, B. of 39 yards.",Returned
99056,7,1744,1,11:51,BAL,0,0,COL,BAL,4.0,11.0,81.0,0.4,25.52165251127189,14.231672838768764,"Punt by McCormick, M. of 38 yards. No return.",No return
99003,7,1743,4,9:00,OCO,34,31,AZ ,AZ,4.0,9.0,78.0,0.4,25.52165251127189,14.231672838768764,"Punt by Madlad, B. of 66 yards.",Returned
148241,10,2537,1,8:11,NO ,7,0,COL,COL,4.0,9.0,77.0,0.4,25.52165251127189,14.231672838768764,"Punt by Leg, P. of 45 yards. No return.",No return
250167,16,3907,2,9:06,SJS,0,14,AZ ,SJS,4.0,8.0,66.0,0.4,25.52165251127189,14.231672838768764,"Punt by Lawes, S. of 65 yards. No return.",No return
223981,15,3351,2,14:36,AZ ,10,10,BAL,AZ,4.0,10.0,79.0,0.4,25.52165251127189,14.231672838768764,"Punt by Frost, A. of 46 yards.",Returned
307077,19,4841,1,14:36,COL,0,0,YKW,YKW,4.0,10.0,96.0,0.4,25.52165251127189,14.231672838768764,"Punt by Harris Jr, S. of 63 yards. No return.",No return
148341,10,2537,3,13:18,NO ,14,24,COL,NO ,4.0,9.0,72.0,0.4,25.52165251127189,14.231672838768764,"Punt by McCormick, M. of 72 yards. Touchback.",Touchback
98771,7,1742,4,1:01,YKW,23,21,NO ,NO ,4.0,7.0,67.0,0.4,25.52165251127189,14.231672838768764,"Punt by Forfeit, N. of 67 yards. Touchback.",Touchback
19363,2,115,4,9:43,OCO,13,3,PHI,PHI,4.0,8.0,86.0,0.4,25.52165251127189,14.231672838768764,"Punt by Langdon, J. of 56 yards. No return.",No return
19400,2,66,1,13:59,YKW,0,0,BAL,BAL,4.0,14.0,90.0,0.4,25.52165251127189,14.231672838768764,"Punt by Booter, A. of 42 yards.",Returned
98726,7,1742,4,13:56,YKW,20,14,NO ,NO ,4.0,9.0,60.0,0.4,25.52165251127189,14.231672838768764,"Punt by Forfeit, N. of 56 yards. No return.",No return
19576,2,66,4,6:25,YKW,19,34,BAL,YKW,4.0,7.0,67.0,0.4,25.52165251127189,14.231672838768764,"Punt by Turkleton, T. of 42 yards. No return.",No return
269756,17,4327,1,12:09,AUS,0,0,NO ,NO ,4.0,12.0,82.0,0.4,25.52165251127189,14.231672838768764,"Punt by Crisco, A. of 66 yards. No return.",No return
148425,10,2537,4,8:46,NO ,24,31,COL,NO ,4.0,9.0,79.0,0.4,25.52165251127189,14.231672838768764,"Punt by McCormick, M. of 61 yards.",Returned
148681,10,2539,1,12:18,YKW,0,0,OCO,OCO,4.0,14.0,67.0,0.4,25.52165251127189,14.231672838768764,"Punt by Forfeit, N. of 67 yards. Touchback.",Touchback
19681,2,78,2,5:16,ARI,3,13,OCO,ARI,4.0,8.0,66.0,0.4,25.52165251127189,14.231672838768764,"Punt by Langdon, J. of 39 yards. No return.",No return
283257,18,4569,1,12:54,BAL,0,0,PHI,PHI,4.0,12.0,73.0,0.4,25.52165251127189,14.231672838768764,"Punt by Brand, F. of 47 yards.",Returned
148693,10,2539,1,10:14,YKW,0,0,OCO,YKW,4.0,10.0,80.0,0.4,25.52165251127189,14.231672838768764,"Punt by Madlad, B. of 43 yards.",Returned
98548,7,1742,1,13:42,YKW,0,0,NO ,NO ,4.0,12.0,73.0,0.4,25.52165251127189,14.231672838768764,"Punt by Forfeit, N. of 46 yards. No return.",No return
223391,15,3348,3,14:30,PHI,7,16,NO ,PHI,4.0,8.0,81.0,0.4,25.52165251127189,14.231672838768764,"Punt by Crisco, A. of 48 yards.",Returned
147379,10,2533,1,12:07,PHI,0,0,OCO,PHI,4.0,10.0,80.0,0.4,25.52165251127189,14.231672838768764,"Punt by Madlad, B. of 36 yards. No return.",No return
99593,7,1746,2,9:39,SJS,10,3,NO ,NO ,4.0,8.0,63.0,0.4,25.52165251127189,14.231672838768764,"Punt by Blewitt, I. of 46 yards.",Returned
18860,2,104,2,9:38,COL,13,7,ARI,ARI,4.0,7.0,77.0,0.4,25.52165251127189,14.231672838768764,"Punt by Kicksit, B. of 54 yards.",Returned
146431,10,2528,3,8:26,SJS,14,3,PHI,PHI,4.0,7.0,83.0,0.4,25.52165251127189,14.231672838768764,"Punt by Corbett, K. of 41 yards.",Returned
17940,2,86,1,13:43,COL,0,0,PHI,PHI,4.0,14.0,80.0,0.4,25.52165251127189,14.231672838768764,"Punt by Kicksit, B. of 51 yards. No return.",No return
101096,7,1753,1,11:34,PHI,0,0,NO ,NO ,4.0,15.0,91.0,0.4,25.52165251127189,14.231672838768764,"Punt by Harris, S. of 49 yards.",Returned
52591,4,752,1,7:06,LV ,0,0,SJS,SJS,4.0,13.0,86.0,0.4,25.52165251127189,14.231672838768764,"Punt by Gooney, W. of 30 yards.",Returned
18077,2,86,3,10:11,COL,7,11,PHI,COL,4.0,8.0,72.0,0.4,25.52165251127189,14.231672838768764,"Punt by Harris, S. of 46 yards. No return.",No return
100897,7,1752,1,3:01,OCO,0,0,COL,OCO,4.0,19.0,89.0,0.4,25.52165251127189,14.231672838768764,"Punt by McCormick, M. of 42 yards. No return.",No return
224926,15,3355,3,12:54,SJS,10,7,YKW,YKW,4.0,8.0,84.0,0.4,25.52165251127189,14.231672838768764,"Punt by Donaldson, N. of 56 yards. No return.",No return
