,S,gameID,homeTeam,awayTeam,teamPoss,Q,time,totTime,awayScore,homeScore,down,distance,dist2goal,play
186,17,4347,PHI,AUS,BAL,4,14:10,850,23,28,2,17,38,"Rush by Mendonca, M. for 11 yds. Tackle by Bohne, D.."
187,17,4347,PHI,AUS,BAL,4,13:41,821,23,28,3,21,34,"Copperheads Penalty on Larson, P.: Unnecessary Roughness."
188,17,4347,PHI,AUS,BAL,4,12:58,778,23,28,3,21,34,"Pass by Cole, E., complete to Owens, A. for 21 yds. Tackle by Garnett, L.."
189,17,4347,PHI,AUS,BAL,4,11:51,711,23,28,1,10,45,"Pass by Cole, E., complete to Anoa'i, D. for 15 yds. Tackle by Garnett, L.."
190,17,4347,PHI,AUS,BAL,4,11:17,677,23,28,1,10,30,"Pass by Cole, E. to Larson, P. falls incomplete."
191,17,4347,PHI,AUS,BAL,4,11:10,670,23,28,2,10,30,"Rush by Mendonca, M. for 7 yds. Tackle by Stokeley, G.."
192,17,4347,PHI,AUS,BAL,4,10:50,650,23,28,3,3,23,"Cole, E. SACKED by Gekyume Stokeley - LB for -6 yds."
193,17,4347,PHI,AUS,BAL,4,10:17,617,26,28,4,9,29,"46 yard FG by Crisco, A. is good."
194,17,4347,PHI,AUS,PHI,4,10:17,617,26,28,,,,"Kickoff by Crisco, A. deep into the endzone. von Matt, J. kneels for a touchback."
195,17,4347,PHI,AUS,PHI,4,10:17,617,26,28,1,10,80,"Rush by Hank, F. for 6 yds. Tackle by Edmond, H.."
196,17,4347,PHI,AUS,PHI,4,9:49,589,26,28,2,4,74,"Pass by Falconi, A., complete to Varga, N. for 7 yds. Tackle by Lavelle Jr., D.."
197,17,4347,PHI,AUS,PHI,4,9:17,557,26,28,1,25,82,"Liberty Penalty on Van Buren, M.: Unnecessary Roughness."
198,17,4347,PHI,AUS,PHI,4,9:03,543,26,28,1,20,77,"Copperheads Penalty on Snider, N.: Encroachment."
199,17,4347,PHI,AUS,PHI,4,9:03,543,26,28,1,20,77,"Pass by Falconi, A. to Hank, F. was dropped! Incomplete."
200,17,4347,PHI,AUS,PHI,4,9:00,540,26,28,2,20,77,"Pass by Falconi, A., complete to Varga, N. for 44 yds. Tackle by Robertson, A.."
201,17,4347,PHI,AUS,PHI,4,7:36,456,26,28,1,10,33,"Pass by Falconi, A., complete to von Matt, J. for 11 yds. Tackle by Castle, S.."
202,17,4347,PHI,AUS,PHI,4,7:05,425,26,28,1,10,22,"Rush by Hank, F. for 5 yds. Tackle by Bakshi, S.."
203,17,4347,PHI,AUS,PHI,4,6:51,411,26,28,2,5,17,"Rush by Brown, M. for 6 yds. Tackle by Jensen, C.."
204,17,4347,PHI,AUS,PHI,4,6:28,388,26,28,1,10,11,"Pass by Falconi, A. to Brown, M. is incomplete. Broken up by Edmond, H.."
205,17,4347,PHI,AUS,PHI,4,6:25,385,26,28,2,10,11,"Rush by Hank, F. for a short gain. Tackle by Wizardry, D.."
206,17,4347,PHI,AUS,PHI,4,5:58,358,26,28,3,10,11,"Pass by Falconi, A., complete to Brown, M. for 11 yds."
207,17,4347,PHI,AUS,PHI,4,5:30,330,26,35,,,,TOUCHDOWN! (Castleberry kick good)
208,17,4347,PHI,AUS,PHI,4,5:30,330,26,35,,,70,"Castleberry, R. kicks off."
209,17,4347,PHI,AUS,BAL,4,5:30,330,26,35,,,,"Owens, A. takes it down the left side."
210,17,4347,PHI,AUS,BAL,4,5:30,330,26,35,,,,"Owens, A. is finally brought down. A 35 yard return."
211,17,4347,PHI,AUS,BAL,4,5:24,324,26,35,1,10,40,"Pass by Cole, E., complete to Tidwell, R. for 13 yds. Tackle by Garnett, L.."
212,17,4347,PHI,AUS,BAL,4,4:47,287,26,35,1,10,47,"Pass by Cole, E. to Larson, P. was dropped! Incomplete."
213,17,4347,PHI,AUS,BAL,4,4:43,283,26,35,2,10,47,"Pass by Cole, E. to Mendonca, M. falls incomplete."
214,17,4347,PHI,AUS,BAL,4,4:36,276,26,35,3,10,47,"Pass by Cole, E. to Anoa'i, D. is incomplete. Broken up by Emoji, E.."
215,17,4347,PHI,AUS,PHI,4,4:30,270,26,35,4,10,47,"Punt by Crisco, A. of 34 yards. No return."
216,17,4347,PHI,AUS,PHI,4,4:22,262,26,35,1,10,87,"Rush by Hank, F. for 3 yds. Tackle by Edmond, H.."
217,17,4347,PHI,AUS,PHI,4,3:58,238,26,35,2,7,84,"Rush by Hank, F. for 1 yds. Tackle by Jensen, C.."
218,17,4347,PHI,AUS,PHI,4,3:34,214,26,35,1,10,68,"Copperheads Penalty on Okura, T.: Facemask."
219,17,4347,PHI,AUS,PHI,4,3:01,181,26,35,1,10,68,"Rush by Hank, F. for 4 yds. Tackle by Bakshi, S.."
220,17,4347,PHI,AUS,PHI,4,2:41,161,26,35,2,6,64,"Rush by Hank, F. for 2 yds. Tackle by Bakshi, S.."
221,17,4347,PHI,AUS,PHI,4,2:11,131,26,35,3,4,62,"Rush by Hank, F. for 3 yds. Tackle by Edmond, H.."
222,17,4347,PHI,AUS,BAL,4,1:48,108,26,35,4,1,41,"Punt by Castleberry, R. of 41 yards."
223,17,4347,PHI,AUS,BAL,4,1:48,108,26,35,,,,"Returned by Lavelle Jr., D. for 11 yards."
224,17,4347,PHI,AUS,BAL,4,1:36,96,26,35,1,10,29,"Pass by Cole, E. to Mendonca, M. falls incomplete."
225,17,4347,PHI,AUS,BAL,4,1:29,89,26,35,2,10,29,"Pass by Cole, E., complete to Owens, A. for 3 yds. Tackle by Cox III, J.."
226,17,4347,PHI,AUS,BAL,4,1:29,89,26,35,3,7,32,Austin Copperheads : Timeout
227,17,4347,PHI,AUS,BAL,4,1:07,67,26,35,3,7,32,"Pass by Cole, E., to Tidwell, R.. INTERCEPTION by Emoji, E. at the AUS - 39 yard line and returned for 0 yards."
228,17,4347,PHI,AUS,PHI,4,0:45,45,26,35,1,10,39,"Rush by Brown, M. for 9 yds. Tackle by Jensen, C.."
229,17,4347,PHI,AUS,PHI,4,0:03,3,26,35,2,1,30,"Rush by Brown, M. for 1 yds. Tackle by Kuusela, G.."
0,17,4348,OCO,CHI,OCO,1,15:00,3600,0,0,,,70,"Dasistwirklichseinnachname, A. kicks off."
1,17,4348,OCO,CHI,CHI,1,15:00,3600,0,0,,,,The kick sails into the endzone.
2,17,4348,OCO,CHI,CHI,1,15:00,3600,0,0,,,,"Oles, K. takes it out of the endzone!"
3,17,4348,OCO,CHI,CHI,1,15:00,3600,0,0,,,72,"Kickoff of 82 yards. Returned by Oles, K. for 28 yards."
4,17,4348,OCO,CHI,CHI,1,14:51,3591,0,0,1,10,72,"Rush by Torenson (R), S. for 2 yds. Tackle by Skarsgard, T.."
5,17,4348,OCO,CHI,CHI,1,14:32,3572,0,0,2,8,70,"Rush by Torenson (R), S. for 7 yds. Tackle by Ramsey Jr., G.."
6,17,4348,OCO,CHI,CHI,1,14:08,3548,0,0,3,1,63,"Rush by Danielsson, A. for 8 yds. Tackle by Rice, J.."
7,17,4348,OCO,CHI,CHI,1,13:37,3517,0,0,1,10,55,"Rush by Danielsson, A. for 2 yds. Tackle by Grievous, L.."
8,17,4348,OCO,CHI,CHI,1,13:12,3492,0,0,2,8,53,"Rush by Torenson (R), S. for 3 yds. Tackle by Grievous, L.."
9,17,4348,OCO,CHI,CHI,1,12:49,3469,0,0,3,5,49,"Rush by Torenson (R), S. for 8 yds. Tackle by Ramsey Jr., G.."
10,17,4348,OCO,CHI,CHI,1,12:19,3439,0,0,1,10,41,"Rush by Torenson (R), S. for 6 yds. Tackle by Ginsberg, D.."
11,17,4348,OCO,CHI,CHI,1,11:43,3403,0,0,2,4,35,"Rush by Torenson (R), S. for 6 yds. Tackle by Ramsey Jr., G.."
12,17,4348,OCO,CHI,CHI,1,11:19,3379,0,0,1,10,29,"Rush by Danielsson, A. for 9 yds. Tackle by Ramsey Jr., G.."
13,17,4348,OCO,CHI,CHI,1,10:51,3351,0,0,2,1,20,"Pass by Jenkins, R. to Hasselhoff, F. was dropped! Incomplete."
14,17,4348,OCO,CHI,CHI,1,10:48,3348,0,0,3,1,20,"Rush by Torenson (R), S. for a short gain. Tackle by Mbanefo, K.."
15,17,4348,OCO,CHI,CHI,1,10:24,3324,3,0,4,1,20,"37 yard FG by Fulture, K. is good."
16,17,4348,OCO,CHI,CHI,1,10:24,3324,3,0,,,70,"Fulture, K. kicks off."
17,17,4348,OCO,CHI,OCO,1,10:24,3324,3,0,,,81,"Kickoff of 62 yards. Returned by Reed, A. for 11 yards."
18,17,4348,OCO,CHI,OCO,1,10:21,3321,3,0,1,10,81,"Rush by Reed, A. for 0 yds. Tackle by Walker, C.."
19,17,4348,OCO,CHI,OCO,1,9:56,3296,3,0,2,10,81,"Pass by Armstrong (R), F., complete to Mongo (R), H. for 5 yds. Tackle by Ridley, X.."
20,17,4348,OCO,CHI,OCO,1,9:28,3268,3,0,3,5,76,"Pass by Armstrong (R), F., complete to Blaze, J. for 6 yds. Tackle by Nikko, G.."
21,17,4348,OCO,CHI,OCO,1,8:59,3239,3,0,1,10,70,"Rush by Reed, A. for 11 yds. Tackle by Hondo, A.."
22,17,4348,OCO,CHI,OCO,1,8:22,3202,3,0,1,10,59,"Rush by Reed, A. for 2 yds. Tackle by Faux, B.."
23,17,4348,OCO,CHI,OCO,1,8:01,3181,3,0,2,8,57,"Pass by Armstrong (R), F., complete to Blaze, J. for 20 yds. Tackle by Hondo, A.."
24,17,4348,OCO,CHI,OCO,1,7:19,3139,3,0,1,10,37,"Pass by Armstrong (R), F., complete to Reed, A. for 26 yds. Tackle by Dugnutt, B.."
25,17,4348,OCO,CHI,OCO,1,6:20,3080,3,0,1,10,11,Rush by Apollo Reed for 11 yds.
26,17,4348,OCO,CHI,OCO,1,6:01,3061,3,7,,,,TOUCHDOWN! (Dasistwirklichseinnachname kick good)
27,17,4348,OCO,CHI,OCO,1,6:01,3061,3,7,,,70,"Dasistwirklichseinnachname, A. kicks off."
28,17,4348,OCO,CHI,CHI,1,6:01,3061,3,7,,,,The kick sails into the endzone.
29,17,4348,OCO,CHI,CHI,1,6:01,3061,3,7,,,,"Oles, K. takes it out of the endzone!"
30,17,4348,OCO,CHI,CHI,1,6:01,3061,3,7,,,86,"Kickoff of 75 yards. Returned by Oles, K. for 14 yards."
31,17,4348,OCO,CHI,CHI,1,5:56,3056,3,7,1,10,86,"Rush by Danielsson, A. for 1 yds. Tackle by Skarsgard, T.."
32,17,4348,OCO,CHI,CHI,1,5:38,3038,3,7,2,16,92,"Butchers Penalty on Danielsson, A.: Illegal use of Hands."
33,17,4348,OCO,CHI,CHI,1,5:23,3023,3,7,2,16,92,"Rush by Danielsson, A. for 2 yds. Tackle by Ginsberg, D.."
34,17,4348,OCO,CHI,CHI,1,4:56,2996,3,7,3,14,90,"Pass by Jenkins, R., complete to Adams, R. for 7 yds. Tackle by Showbiz, G.."
35,17,4348,OCO,CHI,OCO,1,4:13,2953,3,7,4,7,83,"Punt by Fulture, K. of 50 yards. No return."
36,17,4348,OCO,CHI,OCO,1,4:05,2945,3,7,1,10,68,"Rush by Reed, A. for 3 yds. Tackle by Lewis, L.."
37,17,4348,OCO,CHI,OCO,1,3:47,2927,3,7,2,7,65,"Pass by Armstrong (R), F., complete to Blaze, J. for 9 yds. Tackle by Nikko, G.."
38,17,4348,OCO,CHI,OCO,1,3:09,2889,3,7,1,10,56,"Rush by Reed, A. for 1 yds. Tackle by Faux, B.."
39,17,4348,OCO,CHI,OCO,1,2:51,2871,3,7,2,9,55,"Pass by Armstrong (R), F. to Nagasawa, Y. falls incomplete."
40,17,4348,OCO,CHI,OCO,1,2:45,2865,3,7,3,9,55,"Pass by Armstrong (R), F., complete to Nagasawa, Y. for 4 yds. Tackle by Rambo, J.."
41,17,4348,OCO,CHI,CHI,1,2:11,2831,3,7,4,5,51,"Punt by Dasistwirklichseinnachname, A. of 50 yards. Touchback."
42,17,4348,OCO,CHI,CHI,1,2:06,2826,3,7,1,10,80,"Pass by Jenkins, R. to Oles, K. was dropped! Incomplete."
43,17,4348,OCO,CHI,CHI,1,2:01,2821,3,7,2,10,80,"Pass by Jenkins, R., complete to Harp, D. for 9 yds. Tackle by Grievous, L.."
44,17,4348,OCO,CHI,CHI,1,1:35,2795,3,7,3,1,71,"Rush by Torenson (R), S. for 1 yds. Tackle by Salami, T.."
45,17,4348,OCO,CHI,CHI,1,1:26,2786,3,7,1,10,70,"Jenkins, R. SACKED by Kwame Abayomi Mbanefo - DE for -7 yds."
46,17,4348,OCO,CHI,CHI,1,1:04,2764,3,7,2,17,77,"Pass by Jenkins, R., complete to Batoff, R. for 14 yds. Tackle by Ramsey Jr., G.."
47,17,4348,OCO,CHI,CHI,1,0:28,2728,3,7,3,3,63,"Rush by Danielsson, A. for 7 yds. Tackle by Hobbs, S.."
48,17,4348,OCO,CHI,CHI,1,0:03,2703,3,7,1,10,56,"Rush by Torenson (R), S. for 9 yds. Tackle by Grievous, L.."
49,17,4348,OCO,CHI,CHI,2,15:00,2700,3,7,2,1,47,"Rush by Torenson (R), S. for 5 yds. Tackle by Grievous, L.."
50,17,4348,OCO,CHI,CHI,2,14:33,2673,3,7,1,10,42,"Rush by Torenson (R), S. for 7 yds. Tackle by Ramsey Jr., G.."
51,17,4348,OCO,CHI,CHI,2,14:01,2641,3,7,2,3,35,"Rush by Danielsson, A. for 1 yds. Tackle by Grievous, L.."
52,17,4348,OCO,CHI,CHI,2,13:34,2614,3,7,3,2,34,"Rush by Torenson (R), S. for 5 yds. Tackle by Rice, J.."
53,17,4348,OCO,CHI,CHI,2,12:59,2579,3,7,1,10,29,"Pass by Jenkins, R., complete to Batoff, R. for 12 yds. Tackle by Ramsey Jr., G.."
54,17,4348,OCO,CHI,CHI,2,12:10,2530,3,7,1,10,17,"Rush by Danielsson, A. for 5 yds. Tackle by Mbanefo, K.."
55,17,4348,OCO,CHI,CHI,2,11:40,2500,3,7,2,20,27,"Butchers Penalty on Hasselhoff, F.: Chop Block."
56,17,4348,OCO,CHI,CHI,2,11:16,2476,3,7,2,20,27,"Rush by Danielsson, A. for 3 yds. Tackle by Mbanefo, K.."
57,17,4348,OCO,CHI,CHI,2,10:51,2451,3,7,3,17,24,"Pass by Jenkins, R., complete to Oles, K. for 22 yds. Tackle by Rice, J.."
58,17,4348,OCO,CHI,CHI,2,9:55,2395,3,7,1,2,2,Rush by Aksel Danielsson for 2 yds.
59,17,4348,OCO,CHI,CHI,2,9:43,2383,10,7,,,,TOUCHDOWN! (Fulture kick good)
60,17,4348,OCO,CHI,CHI,2,9:43,2383,10,7,,,70,"Fulture, K. kicks off."
61,17,4348,OCO,CHI,OCO,2,9:43,2383,10,7,,,,The kick sails into the endzone.
62,17,4348,OCO,CHI,OCO,2,9:43,2383,10,7,,,,"Schneider, D. takes it out of the endzone!"
63,17,4348,OCO,CHI,OCO,2,9:43,2383,10,7,,,,"Schneider, D. takes it down the left side."
64,17,4348,OCO,CHI,OCO,2,9:43,2383,10,7,,,,"Schneider, D. sheds a tackler."
65,17,4348,OCO,CHI,OCO,2,9:43,2383,10,7,,,,A 42 yard return.
66,17,4348,OCO,CHI,OCO,2,9:34,2374,10,7,1,10,58,"Rush by Reed, A. for 6 yds. Tackle by Faux, B.."
67,17,4348,OCO,CHI,OCO,2,9:09,2349,10,7,1,10,46,"Butchers Penalty on Ridley, X.: Offsides."
68,17,4348,OCO,CHI,OCO,2,9:09,2349,10,7,1,10,46,"Rush by Trevor, C. for 6 yds. Tackle by Faux, B.."
69,17,4348,OCO,CHI,OCO,2,8:48,2328,10,7,2,4,40,"Rush by Reed, A. for 4 yds. Tackle by Faux, B.."
70,17,4348,OCO,CHI,OCO,2,8:18,2298,10,7,1,10,36,"Rush by Armstrong (R), F. for -1 yds. Tackle by Poopsie, D.."
71,17,4348,OCO,CHI,OCO,2,8:05,2285,10,7,2,11,37,"Pass by Armstrong (R), F., to Reed, A.. INTERCEPTION by Dugnutt, B. at the CHI - 30 yard line and returned for 6 yards."
72,17,4348,OCO,CHI,CHI,2,7:32,2252,10,7,1,10,64,"Rush by Torenson (R), S. for 12 yds. Tackle by Grievous, L.."
73,17,4348,OCO,CHI,CHI,2,6:52,2212,10,7,1,10,52,"Rush by Jenkins, R. for 4 yds. Tackle by Hobbs, S.."
74,17,4348,OCO,CHI,CHI,2,6:23,2183,10,7,2,6,47,"Pass by Jenkins, R. to Danielsson, A. was dropped! Incomplete."
75,17,4348,OCO,CHI,CHI,2,6:16,2176,10,7,3,6,47,"Pass by Jenkins, R., to Adams, R.. INTERCEPTION by Ginsberg, D. at the OCO - 36 yard line and returned for 6 yards."
76,17,4348,OCO,CHI,OCO,2,5:55,2155,10,7,1,10,58,"Rush by Reed, A. for 15 yds. Tackle by Dugnutt, B.."
77,17,4348,OCO,CHI,OCO,2,5:16,2116,10,7,1,10,42,"Armstrong (R), F. SACKED by Jack Rambo - SS for -6 yds."
78,17,4348,OCO,CHI,OCO,2,4:44,2084,10,7,2,11,43,"Butchers Penalty on Foster, W.: Offsides."
79,17,4348,OCO,CHI,OCO,2,4:44,2084,10,7,2,11,43,"Pass by Armstrong (R), F., complete to Nagasawa, Y. for 6 yds. Tackle by Rambo, J.."
80,17,4348,OCO,CHI,OCO,2,4:00,2040,10,7,3,5,37,"Pass by Armstrong (R), F., complete to Blaze, J. for 5 yds. Tackle by Dugnutt, B.."
81,17,4348,OCO,CHI,OCO,2,3:29,2009,10,7,1,10,32,"Rush by Reed, A. for a short gain. Tackle by Walker, C.."
82,17,4348,OCO,CHI,OCO,2,3:12,1992,10,7,2,10,32,"Rush by Trevor, C. for 11 yds. Tackle by Nikko, G.."
83,17,4348,OCO,CHI,OCO,2,2:47,1967,10,7,1,10,21,"Rush by Trevor, C. for 7 yds. Tackle by Rambo, J.."
84,17,4348,OCO,CHI,OCO,2,2:28,1948,10,7,2,3,14,"Rush by Trevor, C. for 4 yds. Tackle by Faux, B.."
85,17,4348,OCO,CHI,OCO,2,1:57,1917,10,7,1,10,10,"Pass by Armstrong (R), F. to Reed, A. was dropped! Incomplete."
86,17,4348,OCO,CHI,OCO,2,1:51,1911,10,7,2,10,10,"Pass by Armstrong (R), F., complete to Pitcher, A. for 7 yds. Tackle by Faux, B.."
87,17,4348,OCO,CHI,OCO,2,1:51,1911,10,7,3,3,3,Orange County Otters : Timeout
88,17,4348,OCO,CHI,OCO,2,1:29,1889,10,7,3,3,3,"Pass by Armstrong (R), F., complete to Nagasawa, Y. for 3 yds."
89,17,4348,OCO,CHI,OCO,2,1:07,1867,10,14,,,,TOUCHDOWN! (Dasistwirklichseinnachname kick good)
90,17,4348,OCO,CHI,OCO,2,1:07,1867,10,14,,,70,"Dasistwirklichseinnachname, A. kicks off."
91,17,4348,OCO,CHI,CHI,2,1:07,1867,10,14,,,,The kick sails into the endzone.
92,17,4348,OCO,CHI,CHI,2,1:07,1867,10,14,,,,"Oles, K. takes it out of the endzone!"
93,17,4348,OCO,CHI,CHI,2,1:07,1867,10,14,,,,"Oles, K. takes it down the right side."
94,17,4348,OCO,CHI,CHI,2,1:07,1867,10,14,,,,"Oles, K. is finally brought down. A 36 yard return."
95,17,4348,OCO,CHI,CHI,2,0:59,1859,10,14,1,10,64,"Pass by Jenkins, R. to Hasselhoff, F. was dropped! Incomplete."
96,17,4348,OCO,CHI,CHI,2,0:53,1853,10,14,1,10,55,"Otters Penalty on Skarsgard, T.: Defensive Pass Interference"
97,17,4348,OCO,CHI,CHI,2,0:29,1829,10,14,1,10,55,"Pass by Jenkins, R., complete to Adams, R. for 21 yds. Tackle by Showbiz, G.."
98,17,4348,OCO,CHI,CHI,3,15:00,1800,10,14,,,70,"Fulture, K. kicks off."
99,17,4348,OCO,CHI,OCO,3,15:00,1800,10,14,,,78,"Kickoff of 65 yards. Returned by Reed, A. for 17 yards."
100,17,4348,OCO,CHI,OCO,3,14:53,1793,10,14,1,10,78,"Pass by Armstrong (R), F. to Nagasawa, Y. is incomplete. Broken up by Hondo, A.."
101,17,4348,OCO,CHI,OCO,3,14:50,1790,10,14,2,10,78,"Pass by Armstrong (R), F. to Reed, A. was dropped! Incomplete."
102,17,4348,OCO,CHI,OCO,3,14:46,1786,10,14,3,10,78,"Pass by Armstrong (R), F., complete to Mongo (R), H. for 7 yds. Tackle by Ridley, X.."
103,17,4348,OCO,CHI,CHI,3,14:14,1754,10,14,4,3,71,"Punt by Dasistwirklichseinnachname, A. of 68 yards. No return."
104,17,4348,OCO,CHI,CHI,3,14:05,1745,10,14,1,10,97,"Rush by Danielsson, A. for 1 yds. Tackle by Skarsgard, T.."
105,17,4348,OCO,CHI,CHI,3,13:40,1720,10,14,2,9,96,"Pass by Jenkins, R., complete to Adams, R. for 5 yds. Tackle by Showbiz, G.."
106,17,4348,OCO,CHI,CHI,3,13:07,1687,10,14,3,4,91,"Rush by Danielsson, A. for 7 yds. Tackle by Rice, J.."
107,17,4348,OCO,CHI,CHI,3,12:29,1649,10,14,1,10,84,"Rush by Danielsson, A. for a short gain. Tackle by Mbanefo, K.."
108,17,4348,OCO,CHI,CHI,3,12:06,1626,10,14,2,10,84,"Rush by Torenson (R), S. for 7 yds. Tackle by Rice, J.."
109,17,4348,OCO,CHI,CHI,3,11:32,1592,10,14,3,3,77,"Rush by Torenson (R), S. for 2 yds. Tackle by Ramsey Jr., G.."
110,17,4348,OCO,CHI,OCO,3,11:08,1568,10,14,4,1,75,"Punt by Fulture, K. of 52 yards."
111,17,4348,OCO,CHI,OCO,3,11:08,1568,10,14,,,,"Returned by Schneider, D. for 5 yards."
112,17,4348,OCO,CHI,OCO,3,10:55,1555,10,14,1,10,72,"Rush by Reed, A. for 5 yds. Tackle by Walker, C.."
113,17,4348,OCO,CHI,OCO,3,10:32,1532,10,14,2,20,82,"Otters Penalty on Reed, A.: Clipping."
114,17,4348,OCO,CHI,OCO,3,10:23,1523,10,14,2,20,82,"Pass by Armstrong (R), F., complete to Mongo (R), H. for 16 yds. Tackle by Ridley, X.."
115,17,4348,OCO,CHI,OCO,3,9:42,1482,10,14,3,4,66,"Pass by Armstrong (R), F., complete to Blaze, J. for 15 yds. Tackle by Lewis, L.."
116,17,4348,OCO,CHI,OCO,3,8:54,1434,10,14,1,10,51,"Rush by Reed, A. for 4 yds. Tackle by Faux, B.."
117,17,4348,OCO,CHI,OCO,3,8:38,1418,10,14,2,6,47,"Armstrong (R), F. throws the ball away to avoid the sack."
118,17,4348,OCO,CHI,OCO,3,8:19,1399,10,14,3,6,47,"Pass by Armstrong (R), F., complete to Reed, A. for 6 yds. Tackle by Dugnutt, B.."
119,17,4348,OCO,CHI,OCO,3,7:46,1366,10,14,1,10,41,"Pass by Armstrong (R), F. to Nagasawa, Y. is incomplete. Broken up by Hondo, A.."
120,17,4348,OCO,CHI,OCO,3,7:43,1363,10,14,2,10,41,"Rush by Reed, A. for 1 yds. Tackle by Faux, B.."
121,17,4348,OCO,CHI,OCO,3,7:20,1340,10,14,3,9,40,"Pass by Armstrong (R), F., complete to Mongo (R), H. for 9 yds. Tackle by Ridley, X.."
122,17,4348,OCO,CHI,OCO,3,6:39,1299,10,14,1,10,31,"Rush by Reed, A. for 3 yds. Tackle by Lewis, L.."
123,17,4348,OCO,CHI,OCO,3,6:19,1279,10,14,2,7,28,"Armstrong (R), F. throws the ball away to avoid the sack."
124,17,4348,OCO,CHI,OCO,3,5:57,1257,10,14,3,7,28,"Pass by Armstrong (R), F. to Mongo (R), H. is incomplete. Broken up by Ridley, X.."
125,17,4348,OCO,CHI,OCO,3,5:50,1250,10,17,4,7,28,"45 yard FG by Dasistwirklichseinnachname, A. is good."
126,17,4348,OCO,CHI,OCO,3,5:50,1250,10,17,,,70,"Dasistwirklichseinnachname, A. kicks off."
127,17,4348,OCO,CHI,CHI,3,5:50,1250,10,17,,,,"Oles, K. takes it down the middle."
128,17,4348,OCO,CHI,CHI,3,5:50,1250,10,17,,,,"Oles, K. sheds a tackler."
129,17,4348,OCO,CHI,CHI,3,5:50,1250,10,17,,,,A 41 yard return.
130,17,4348,OCO,CHI,CHI,3,5:40,1240,10,17,1,10,58,"Rush by Danielsson, A. for 11 yds. Tackle by Grievous, L.."
131,17,4348,OCO,CHI,CHI,3,4:59,1199,10,17,1,10,47,"Rush by Torenson (R), S. for 0 yds. Tackle by Mbanefo, K.."
132,17,4348,OCO,CHI,CHI,3,4:39,1179,10,17,2,10,47,"Rush by Danielsson, A. for 2 yds. Tackle by Hobbs, S.."
133,17,4348,OCO,CHI,CHI,3,4:10,1150,10,17,3,8,45,"Pass by Jenkins, R., complete to Hasselhoff, F. for 11 yds. Tackle by Schneider, D.."
134,17,4348,OCO,CHI,CHI,3,3:39,1119,10,17,1,10,34,"Rush by Jenkins, R. for 15 yds. Tackle by Hobbs, S.."
135,17,4348,OCO,CHI,CHI,3,3:09,1089,10,17,1,10,19,"Pass by Jenkins, R., complete to Hasselhoff, F. for 9 yds. Tackle by Rice, J.."
136,17,4348,OCO,CHI,CHI,3,2:29,1049,10,17,2,1,10,"Rush by Torenson (R), S. for 6 yds. Tackle by Ramsey Jr., G.."
137,17,4348,OCO,CHI,CHI,3,2:01,1021,10,17,1,4,4,"Pass by Jenkins, R., complete to Torenson (R), S. for 4 yds."
138,17,4348,OCO,CHI,CHI,3,1:32,992,17,17,,,,TOUCHDOWN! (Fulture kick good)
139,17,4348,OCO,CHI,CHI,3,1:32,992,17,17,,,70,"Fulture, K. kicks off."
140,17,4348,OCO,CHI,OCO,3,1:32,992,17,17,,,64,"Kickoff of 64 yards. Returned by Schneider, D. for 30 yards."
141,17,4348,OCO,CHI,OCO,3,1:23,983,17,17,1,10,64,"Pass by Armstrong (R), F., complete to Mongo (R), H. for 13 yds. Tackle by Ridley, X.."
142,17,4348,OCO,CHI,OCO,3,0:47,947,17,17,1,10,51,"Pass by Armstrong (R), F. to Nagasawa, Y. is incomplete. Broken up by Hondo, A.."
143,17,4348,OCO,CHI,OCO,3,0:41,941,17,17,2,10,51,"Pass by Armstrong (R), F. to Mongo (R), H. is incomplete. Broken up by Ridley, X.."
144,17,4348,OCO,CHI,OCO,3,0:34,934,17,17,3,10,51,"Pass by Armstrong (R), F. to Mongo (R), H. is incomplete. Broken up by Ridley, X.."
145,17,4348,OCO,CHI,CHI,3,0:30,930,17,17,4,10,51,"Punt by Dasistwirklichseinnachname, A. of 49 yards. No return."
146,17,4348,OCO,CHI,CHI,3,0:22,922,17,17,1,10,98,"Pass by Jenkins, R., complete to Oles, K. for 19 yds. Tackle by Schneider, D.."
147,17,4348,OCO,CHI,CHI,4,15:00,900,17,17,1,10,79,"Rush by Torenson (R), S. for 2 yds. Tackle by Lattimer, A.."
148,17,4348,OCO,CHI,CHI,4,14:40,880,17,17,2,8,77,"Rush by Torenson (R), S. for 7 yds. Tackle by Rice, J.."
149,17,4348,OCO,CHI,CHI,4,14:01,841,17,17,3,1,70,"Rush by Jenkins, R. for 13 yds. Tackle by Hobbs, S.."
150,17,4348,OCO,CHI,CHI,4,13:27,807,17,17,1,10,57,"Pass by Jenkins, R. to Adams, R. falls incomplete."
151,17,4348,OCO,CHI,CHI,4,13:20,800,17,17,2,10,57,"Rush by Torenson (R), S. for 9 yds. Tackle by Rice, J.."
152,17,4348,OCO,CHI,CHI,4,12:48,768,17,17,3,1,48,"Pass by Jenkins, R. to Harp, D. is incomplete. Broken up by Grievous, L.."
153,17,4348,OCO,CHI,OCO,4,12:41,761,17,17,4,1,48,"Punt by Fulture, K. of 33 yards."
154,17,4348,OCO,CHI,OCO,4,12:41,761,17,17,,,,"Returned by Schneider, D. for 21 yards."
155,17,4348,OCO,CHI,OCO,4,12:28,748,17,17,1,10,64,"Rush by Reed, A. for 1 yds. Tackle by Lewis, L.."
