,S,W,gameID,Q,time,awayTeam,awayScore,homeScore,homeTeam,teamPoss,recTeam,down,distance,side,dist2goal,puntDist,puntEndLoc,surrenderIndex,surrenderRank,percentiles,NFLpercentiles,play,result
200925,23,7,5633,4,10:41,HON,28,9,CHI,HON,CHI,4.0,8.0,HON,78.0,63.0,15.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Powers, V. of 63 yards. No return.",No return
295775,3,9,310,1,5:46,YKW,0,0,COL,YKW,COL,4.0,16.0,YKW,88.0,60.0,28.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Booter, A. of 60 yards.",Returned
295810,3,9,310,2,13:12,YKW,0,0,COL,YKW,COL,4.0,10.0,YKW,69.0,50.0,19.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Booter, A. of 50 yards. No return.",No return
325065,5,14,1426,1,13:57,AZ,0,0,BAL,AZ,BAL,4.0,11.0,AZ,93.0,38.0,55.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Jackson, D. of 38 yards.",Returned
199851,23,6,5628,3,6:41,NO,14,17,PHI,PHI,NO,4.0,7.0,PHI,77.0,43.0,34.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Louis, L. of 43 yards.",Returned
223451,24,8,6140,4,9:30,OCO,17,0,CHI,OCO,CHI,4.0,7.0,OCO,81.0,47.0,34.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Dasistwirklichseinnachname, A. of 47 yards.",Returned
223694,24,8,6141,4,4:31,NO,27,13,BAL,NO,BAL,4.0,9.0,NO,72.0,30.0,42.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Prohaska, H. of 30 yards. No return.",No return
316683,5,4,1386,3,7:05,SJS,21,19,BAL,SJS,BAL,4.0,9.0,SJS,69.0,49.0,20.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Blewitt, I. of 68 yards. Touchback.",Touchback
300996,3,16,560,3,14:00,BAL,6,21,ARI,ARI,BAL,4.0,8.0,ARI,64.0,62.0,2.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Ronaldo, C. of 62 yards. No return.",No return
315023,5,2,1379,1,3:23,AZ,7,7,SJS,SJS,AZ,4.0,12.0,SJS,91.0,48.0,43.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Blewitt, I. of 48 yards.",Returned
314985,5,2,1378,4,0:33,COL,17,20,OCO,OCO,COL,4.0,8.0,OCO,61.0,36.0,25.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Madlad, B. of 36 yards.",Returned
221285,24,6,6154,1,1:04,SJS,0,0,PHI,SJS,PHI,4.0,14.0,SJS,72.0,53.0,19.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by McDairmid, M. of 53 yards. No return.",No return
314788,5,2,1378,1,13:51,COL,0,0,OCO,COL,OCO,4.0,10.0,COL,73.0,40.0,33.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Leg, P. of 40 yards. No return.",No return
314826,5,2,1378,1,1:16,COL,0,0,OCO,OCO,COL,4.0,17.0,OCO,87.0,49.0,38.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Madlad, B. of 49 yards.",Returned
222081,24,7,6146,1,6:49,COL,0,0,AZ,AZ,COL,4.0,12.0,AZ,81.0,67.0,14.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Jay-Jaymison, J. of 67 yards. No return.",No return
222091,24,7,6146,1,3:09,COL,0,0,AZ,AZ,COL,4.0,14.0,AZ,70.0,48.0,22.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Jay-Jaymison, J. of 48 yards.",Returned
314159,5,1,1375,1,4:32,OCO,0,0,SJS,SJS,OCO,4.0,21.0,SJS,91.0,49.0,42.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Blewitt, I. of 49 yards.",Returned
314173,5,1,1375,1,1:01,OCO,0,0,SJS,OCO,SJS,4.0,16.0,OCO,86.0,36.0,50.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Madlad, B. of 36 yards.",Returned
222398,24,7,6147,3,13:33,PHI,3,24,OCO,OCO,PHI,4.0,9.0,OCO,61.0,41.0,20.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Dasistwirklichseinnachname, A. of 61 yards. Touchback.",Touchback
316557,5,4,1386,1,14:34,SJS,0,0,BAL,SJS,BAL,4.0,10.0,SJS,60.0,40.0,20.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Blewitt, I. of 59 yards. Touchback.",Touchback
222387,24,7,6147,2,1:13,PHI,3,24,OCO,OCO,PHI,4.0,9.0,OCO,79.0,50.0,29.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Dasistwirklichseinnachname, A. of 50 yards. No return.",No return
313946,5,1,1374,1,6:36,COL,0,0,AZ,COL,AZ,4.0,20.0,COL,90.0,39.0,51.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Leg, P. of 39 yards.",Returned
313926,5,1,1374,1,12:59,COL,0,0,AZ,AZ,COL,4.0,10.0,AZ,66.0,46.0,20.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Jackson, D. of 65 yards. Touchback.",Touchback
222293,24,7,6147,1,13:29,PHI,0,0,OCO,OCO,PHI,4.0,10.0,OCO,95.0,47.0,48.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Dasistwirklichseinnachname, A. of 47 yards. No return.",No return
300449,3,15,558,1,11:04,PHI,0,0,BAL,PHI,BAL,4.0,11.0,PHI,80.0,33.0,47.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Harris, S. of 33 yards.",Returned
314449,5,1,1376,3,13:31,PHI,14,10,LV,PHI,LV,4.0,9.0,PHI,82.0,57.0,25.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Harris, S. of 57 yards.",Returned
222064,24,7,6146,1,13:48,COL,0,0,AZ,COL,AZ,4.0,17.0,COL,70.0,50.0,20.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Banana, S. of 70 yards. Touchback.",Touchback
300445,3,15,558,1,12:16,PHI,0,0,BAL,BAL,PHI,4.0,21.0,BAL,78.0,57.0,21.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Turkleton, T. of 57 yards. No return.",No return
314278,5,1,1375,3,1:31,OCO,16,7,SJS,OCO,SJS,4.0,7.0,OCO,63.0,43.0,20.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Madlad, B. of 63 yards. Touchback.",Touchback
260204,25,17,6482,2,9:54,CHI,14,3,SAR,CHI,SAR,4.0,8.0,CHI,78.0,34.0,44.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Sidekick, S. of 34 yards. No return.",No return
314690,5,1,1377,3,13:29,BAL,13,21,YKW,YKW,BAL,4.0,9.0,YKW,62.0,46.0,16.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Lombardi, J. of 46 yards. No return.",No return
221149,24,6,6153,3,14:33,OCO,0,7,COL,COL,OCO,4.0,9.0,COL,80.0,50.0,30.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Banana, S. of 50 yards.",Returned
314730,5,1,1377,3,2:03,BAL,16,28,YKW,YKW,BAL,4.0,7.0,YKW,67.0,63.0,4.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Lombardi, J. of 63 yards. No return.",No return
223083,24,8,6139,1,11:41,SAR,0,0,SJS,SAR,SJS,4.0,14.0,SAR,67.0,46.0,21.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Small, J. of 46 yards. No return.",No return
299824,3,14,329,1,14:00,YKW,0,0,OCO,YKW,OCO,4.0,10.0,YKW,97.0,57.0,40.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Booter, A. of 57 yards.",Returned
255882,25,14,6463,2,7:12,HON,7,7,NO,NO,HON,4.0,10.0,NO,87.0,0.0,87.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Louis, L. is BLOCKED BY Fields (R), G.. No return.",No return
223397,24,8,6140,3,10:19,OCO,10,0,CHI,OCO,CHI,4.0,7.0,OCO,77.0,54.0,23.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Dasistwirklichseinnachname, A. of 54 yards.",Returned
299760,3,14,328,3,0:33,ARI,24,0,LV,ARI,LV,4.0,8.0,ARI,66.0,31.0,35.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Ronaldo, C. of 31 yards.",Returned
255819,25,14,6463,1,9:26,HON,0,0,NO,NO,HON,4.0,16.0,NO,79.0,37.0,42.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Louis, L. of 37 yards. No return.",No return
317485,5,5,1390,2,2:22,COL,16,0,LV,COL,LV,4.0,7.0,COL,65.0,44.0,21.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Leg, P. of 44 yards.",Returned
299743,3,14,328,3,6:15,ARI,24,0,LV,ARI,LV,4.0,9.0,ARI,62.0,42.0,20.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Ronaldo, C. of 62 yards. Touchback.",Touchback
317343,5,4,1389,3,1:00,YKW,17,23,OCO,OCO,YKW,4.0,9.0,OCO,79.0,42.0,37.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Madlad, B. of 42 yards. No return.",No return
221677,24,7,6144,1,5:42,BAL,0,0,AUS,BAL,AUS,4.0,17.0,BAL,74.0,54.0,20.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by PhastBawl (R), D. of 74 yards. Touchback.",Touchback
221660,24,7,6144,1,10:15,BAL,0,0,AUS,BAL,AUS,4.0,18.0,BAL,72.0,50.0,22.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by PhastBawl (R), D. of 50 yards. No return.",No return
255873,25,14,6463,2,8:56,HON,7,7,NO,NO,HON,4.0,21.0,NO,91.0,34.0,57.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Louis, L. of 34 yards. No return.",No return
221668,24,7,6144,1,8:41,BAL,0,0,AUS,BAL,AUS,4.0,10.0,BAL,78.0,41.0,37.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by PhastBawl (R), D. of 41 yards. No return.",No return
317683,5,5,1391,2,9:26,AZ,7,3,PHI,AZ,PHI,4.0,8.0,AZ,65.0,37.0,28.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Jackson, D. of 37 yards.",Returned
255976,25,14,6463,4,14:53,HON,14,24,NO,NO,HON,4.0,8.0,NO,60.0,35.0,25.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Louis, L. of 35 yards.",Returned
300872,3,16,560,1,13:07,BAL,0,0,ARI,BAL,ARI,4.0,12.0,BAL,70.0,31.0,39.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Turkleton, T. of 31 yards. No return.",No return
300876,3,16,560,1,12:04,BAL,0,0,ARI,ARI,BAL,4.0,17.0,ARI,68.0,66.0,2.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Ronaldo, C. of 66 yards. No return.",No return
221651,24,7,6144,1,13:53,BAL,0,0,AUS,BAL,AUS,4.0,16.0,BAL,65.0,41.0,24.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by PhastBawl (R), D. of 41 yards. No return.",No return
317620,5,5,1391,1,14:37,AZ,0,0,PHI,AZ,PHI,4.0,10.0,AZ,77.0,49.0,28.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Jackson, D. of 49 yards. No return.",No return
216584,24,2,6179,1,10:31,NO,0,0,HON,HON,NO,4.0,20.0,HON,90.0,56.0,34.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Powers, V. of 56 yards.",Returned
288667,3,1,277,3,9:52,LV,10,7,COL,LV,COL,4.0,7.0,LV,64.0,53.0,11.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Walsh, B. of 53 yards.",Returned
216579,24,2,6179,1,11:53,NO,0,0,HON,NO,HON,4.0,10.0,NO,60.0,40.0,20.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Prohaska, H. of 59 yards. Touchback.",Touchback
229503,24,13,6109,3,2:40,BAL,20,26,CHI,CHI,BAL,4.0,8.0,CHI,76.0,60.0,16.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Sidekick, S. of 60 yards. No return.",No return
309707,4,10,763,2,1:04,LV,7,21,YKW,YKW,LV,4.0,9.0,YKW,71.0,58.0,13.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Lombardi, J. of 58 yards. No return.",No return
309544,4,10,762,3,5:22,BAL,9,10,COL,COL,BAL,4.0,9.0,COL,79.0,46.0,33.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Kicksit, B. of 46 yards.",Returned
214560,24,1,6181,2,13:18,YKW,7,7,PHI,YKW,PHI,4.0,10.0,YKW,80.0,53.0,27.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Smalls, D. of 53 yards. No return.",No return
229402,24,13,6109,2,4:48,BAL,10,9,CHI,BAL,CHI,4.0,8.0,BAL,68.0,38.0,30.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by PhastBawl (R), D. of 38 yards.",Returned
214283,24,1,6180,1,13:03,CHI,0,0,COL,CHI,COL,4.0,16.0,CHI,64.0,40.0,24.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Sidekick (R), S. of 40 yards.",Returned
214356,24,1,6180,2,9:18,CHI,3,10,COL,COL,CHI,4.0,9.0,COL,79.0,43.0,36.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Banana, S. of 43 yards. No return.",No return
311732,4,13,773,1,12:01,SJS,0,0,LV,SJS,LV,4.0,13.0,SJS,71.0,33.0,38.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Blewitt, I. of 33 yards. No return.",No return
214810,24,1,6182,2,5:17,BAL,7,6,SAR,BAL,SAR,4.0,9.0,BAL,83.0,54.0,29.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by PhastBawl (R), D. of 54 yards. No return.",No return
234875,24,17,6189,1,12:46,NO,0,0,OCO,OCO,NO,4.0,10.0,OCO,91.0,65.0,26.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Dasistwirklichseinnachname, A. of 65 yards.",Returned
234870,24,17,6189,1,13:30,NO,0,0,OCO,NO,OCO,4.0,10.0,NO,75.0,63.0,12.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Prohaska, H. of 63 yards.",Returned
215423,24,1,6185,2,0:30,SJS,17,7,AUS,SJS,AUS,4.0,9.0,SJS,69.0,49.0,20.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by McDairmid, M. of 69 yards. Touchback.",Touchback
309222,4,10,761,1,13:30,OCO,0,0,PHI,OCO,PHI,4.0,22.0,OCO,92.0,30.0,62.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Madlad, B. of 30 yards. No return.",No return
312314,4,13,775,4,13:31,BAL,0,17,OCO,OCO,BAL,4.0,9.0,OCO,65.0,47.0,18.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Madlad, B. of 47 yards. No return.",No return
235086,24,18,6190,1,11:53,SAR,0,0,COL,SAR,COL,4.0,21.0,SAR,81.0,39.0,42.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Small, J. of 39 yards.",Returned
229581,24,13,6110,1,7:42,PHI,0,0,SAR,PHI,SAR,4.0,20.0,PHI,95.0,33.0,62.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Hunt (R), K. of 33 yards. No return.",No return
312228,4,13,775,2,8:29,BAL,0,7,OCO,OCO,BAL,4.0,7.0,OCO,80.0,36.0,44.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Madlad, B. of 36 yards. No return.",No return
229548,24,13,6109,4,5:45,BAL,23,26,CHI,CHI,BAL,4.0,7.0,CHI,65.0,49.0,16.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Sidekick, S. of 49 yards. No return.",No return
312033,4,13,774,2,3:22,YKW,10,7,PHI,YKW,PHI,4.0,7.0,YKW,72.0,38.0,34.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Lombardi, J. of 38 yards.",Returned
231286,24,14,6106,1,13:28,OCO,0,0,AUS,OCO,AUS,4.0,15.0,OCO,70.0,63.0,7.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Dasistwirklichseinnachname, A. of 63 yards. No return.",No return
231353,24,14,6106,2,2:11,OCO,7,13,AUS,AUS,OCO,4.0,8.0,AUS,78.0,31.0,47.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Crisco, A. of 31 yards. No return.",No return
230208,24,13,6113,1,7:16,AZ,10,0,AUS,AZ,AUS,4.0,7.0,AZ,74.0,50.0,24.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Jay-Jaymison, J. of 50 yards. No return.",No return
303494,4,3,734,3,8:03,COL,14,34,BAL,BAL,COL,4.0,9.0,BAL,76.0,47.0,29.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Turkleton, T. of 47 yards. No return.",No return
305308,4,5,743,1,13:32,YKW,0,0,SJS,YKW,SJS,4.0,10.0,YKW,74.0,52.0,22.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Lombardi, J. of 52 yards.",Returned
302933,4,3,732,1,13:56,ARI,0,0,SJS,ARI,SJS,4.0,11.0,ARI,84.0,66.0,18.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Ronaldo, C. of 66 yards.",Returned
304300,4,4,738,2,8:48,BAL,0,7,SJS,SJS,BAL,4.0,7.0,SJS,67.0,47.0,20.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Blewitt, I. of 66 yards. Touchback.",Touchback
304259,4,4,738,1,5:03,BAL,0,7,SJS,SJS,BAL,4.0,9.0,SJS,67.0,47.0,20.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Blewitt, I. of 47 yards. No return.",No return
303922,4,4,736,3,11:32,COL,7,27,LV,LV,COL,4.0,7.0,LV,77.0,44.0,33.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Gooney, W. of 44 yards.",Returned
252601,25,12,6448,2,4:12,NO,0,6,NY,NY,NO,4.0,9.0,NY,80.0,39.0,41.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Smalls, D. of 39 yards.",Returned
293111,3,6,298,1,11:38,BAL,0,0,SJS,SJS,BAL,4.0,10.0,SJS,80.0,61.0,19.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Blewitt, I. of 61 yards. No return.",No return
252629,25,12,6448,3,13:19,NO,3,6,NY,NY,NO,4.0,9.0,NY,65.0,34.0,31.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Smalls, D. of 34 yards. No return.",No return
232507,24,15,6100,1,14:20,AZ,0,0,SJS,AZ,SJS,4.0,12.0,AZ,69.0,54.0,15.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Jay-Jaymison, J. of 54 yards. No return.",No return
252924,25,12,6449,4,9:49,AUS,19,29,HON,HON,AUS,4.0,8.0,HON,64.0,40.0,24.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Powers, V. of 40 yards.",Returned
232743,24,15,6101,1,12:47,AUS,0,0,NO,NO,AUS,4.0,10.0,NO,80.0,46.0,34.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Prohaska, H. of 46 yards. No return.",No return
229972,24,13,6112,1,12:51,HON,0,0,NO,HON,NO,4.0,21.0,HON,87.0,53.0,34.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Powers, V. of 53 yards.",Returned
292596,3,5,295,3,3:21,LV,7,30,BAL,BAL,LV,4.0,7.0,BAL,63.0,38.0,25.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Turkleton, T. of 38 yards. No return.",No return
302942,4,3,732,1,10:40,ARI,0,0,SJS,SJS,ARI,4.0,22.0,SJS,70.0,31.0,39.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Blewitt, I. of 31 yards. No return.",No return
215159,24,1,6184,1,4:04,OCO,0,3,NO,NO,OCO,4.0,7.0,NO,87.0,41.0,46.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Prohaska, H. of 41 yards. No return.",No return
292455,3,5,295,1,13:24,LV,0,0,BAL,LV,BAL,4.0,10.0,LV,74.0,52.0,22.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Walsh, B. of 52 yards.",Returned
292350,3,5,294,3,14:03,ARI,13,14,OCO,OCO,ARI,4.0,8.0,OCO,71.0,34.0,37.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Sims, A. of 34 yards. No return.",No return
215541,24,2,6174,1,13:11,CHI,0,0,BAL,BAL,CHI,4.0,10.0,BAL,90.0,43.0,47.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by PhastBawl (R), D. of 43 yards. No return.",No return
303511,4,3,734,3,3:48,COL,14,34,BAL,BAL,COL,4.0,7.0,BAL,85.0,64.0,21.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Turkleton, T. of 64 yards.",Returned
215563,24,2,6174,1,5:49,CHI,0,0,BAL,CHI,BAL,4.0,13.0,CHI,73.0,32.0,41.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Sidekick (R), S. of 32 yards.",Returned
292536,3,5,295,2,4:39,LV,7,20,BAL,BAL,LV,4.0,7.0,BAL,69.0,49.0,20.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Turkleton, T. of 68 yards. Touchback.",Touchback
230225,24,13,6113,1,1:55,AZ,10,0,AUS,AZ,AUS,4.0,7.0,AZ,77.0,53.0,24.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Jay-Jaymison, J. of 53 yards.",Returned
309434,4,10,762,1,8:15,BAL,0,0,COL,BAL,COL,4.0,15.0,BAL,72.0,32.0,40.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Turkleton, T. of 32 yards. No return.",No return
234504,24,17,6187,1,6:21,CHI,0,0,SAR,CHI,SAR,4.0,11.0,CHI,84.0,32.0,52.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Sidekick, S. of 32 yards.",Returned
234481,24,17,6187,1,14:07,CHI,0,0,SAR,CHI,SAR,4.0,10.0,CHI,64.0,32.0,32.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Sidekick, S. of 32 yards. No return.",No return
227673,24,11,6125,2,1:34,SAR,13,3,HON,SAR,HON,4.0,7.0,SAR,77.0,32.0,45.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Small, J. of 32 yards.",Returned
308073,4,8,755,3,7:47,PHI,17,14,YKW,PHI,YKW,4.0,9.0,PHI,79.0,39.0,40.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Harris, S. of 39 yards. No return.",No return
228003,24,12,6115,1,12:56,PHI,0,0,YKW,PHI,YKW,4.0,21.0,PHI,89.0,57.0,32.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Hunt (R), K. of 57 yards. No return.",No return
307925,4,8,755,1,13:44,PHI,0,0,YKW,PHI,YKW,4.0,13.0,PHI,72.0,56.0,16.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Harris, S. of 56 yards.",Returned
228857,24,12,6119,1,12:10,AZ,0,0,HON,HON,AZ,4.0,14.0,HON,84.0,65.0,19.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Powers, V. of 65 yards. No return.",No return
227165,24,11,6123,1,12:54,AUS,0,0,CHI,AUS,CHI,4.0,15.0,AUS,80.0,53.0,27.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Crisco, A. of 53 yards. No return.",No return
313036,4,14,779,1,11:51,LV,0,0,ARI,ARI,LV,4.0,21.0,ARI,79.0,77.0,2.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Ronaldo, C. of 77 yards. No return.",No return
307650,4,8,753,3,3:18,COL,6,31,ARI,ARI,COL,4.0,7.0,ARI,78.0,42.0,36.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Ronaldo, C. of 42 yards.",Returned
313024,4,14,778,4,0:00,PHI,35,33,BAL,PHI,BAL,4.0,9.0,PHI,86.0,40.0,46.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Harris, S. of 40 yards. No return.",No return
307518,4,8,753,1,13:51,COL,0,0,ARI,COL,ARI,4.0,17.0,COL,87.0,44.0,43.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Kicksit, B. of 44 yards.",Returned
307860,4,8,754,3,2:18,OCO,24,14,BAL,OCO,BAL,4.0,8.0,OCO,63.0,35.0,28.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Madlad, B. of 35 yards.",Returned
310954,4,12,769,2,11:57,SJS,7,7,YKW,SJS,YKW,4.0,12.0,SJS,80.0,60.0,20.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Blewitt, I. of 60 yards.",Returned
228697,24,12,6118,2,10:18,AUS,17,0,SJS,AUS,SJS,4.0,7.0,AUS,94.0,31.0,63.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Crisco, A. of 31 yards.",Returned
307742,4,8,754,1,9:48,OCO,0,0,BAL,OCO,BAL,4.0,10.0,OCO,80.0,46.0,34.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Madlad, B. of 46 yards.",Returned
307728,4,8,754,1,14:15,OCO,0,0,BAL,OCO,BAL,4.0,23.0,OCO,87.0,52.0,35.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Madlad, B. of 52 yards. No return.",No return
228595,24,12,6117,4,10:32,NO,13,16,OCO,OCO,NO,4.0,8.0,OCO,75.0,57.0,18.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Dasistwirklichseinnachname, A. of 57 yards.",Returned
308873,4,9,759,2,6:29,SJS,0,26,OCO,OCO,SJS,4.0,7.0,OCO,77.0,43.0,34.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Madlad, B. of 43 yards.",Returned
308381,4,9,757,1,9:20,ARI,0,0,LV,LV,ARI,4.0,10.0,LV,72.0,50.0,22.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Gooney, W. of 50 yards.",Returned
226698,24,11,6120,3,4:00,YKW,10,19,OCO,OCO,YKW,4.0,8.0,OCO,78.0,59.0,19.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Dasistwirklichseinnachname, A. of 59 yards. No return.",No return
309043,4,10,760,1,0:24,SJS,3,14,ARI,ARI,SJS,4.0,9.0,ARI,79.0,78.0,1.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Ronaldo, C. of 78 yards. No return.",No return
226980,24,11,6122,1,12:27,PHI,0,0,NO,NO,PHI,4.0,10.0,NO,69.0,55.0,14.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Prohaska, H. of 55 yards.",Returned
230964,24,14,6104,3,12:37,COL,27,17,SAR,COL,SAR,4.0,8.0,COL,81.0,61.0,20.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Banana, S. of 61 yards.",Returned
312596,4,14,777,1,12:34,OCO,0,0,SJS,SJS,OCO,4.0,19.0,SJS,83.0,45.0,38.0,0.4,17923.0,24.779310650756333,14.392000584966365,"Punt by Blewitt, I. of 45 yards.",Returned
